0.025,0.125,0.25,0.375,0.625,0.75,0.875,0.975
-0.03781967,-0.6529385,0.46610802,0.084818244,-0.06471215,0.32045087,0.35871592,-0.5148299
-0.040672094,-0.65428096,0.46621966,0.087122425,-0.06698048,0.32222536,0.35844564,-0.51287127
-0.04211554,-0.6560432,0.46589428,0.0876911,-0.069680505,0.32403317,0.35702017,-0.5122564
-0.040171504,-0.65482014,0.46272308,0.08553122,-0.06990036,0.32140723,0.35402507,-0.5098133
-0.039158836,-0.6548146,0.46119282,0.08537482,-0.070921496,0.32094404,0.35417512,-0.5098915
-0.039375782,-0.65703106,0.46192658,0.0864009,-0.07301653,0.32325873,0.3565463,-0.51274014
-0.06804396,-0.67603,0.4550699,0.08912426,-0.09422896,0.32477888,0.35046127,-0.51467645
-0.15900713,-0.72888273,0.422185,0.09044483,-0.1561018,0.3134227,0.3221782,-0.5081055
-0.18198046,-0.74109876,0.4116456,0.08999489,-0.17125946,0.30764076,0.31630978,-0.50566113
-0.26948547,-0.7913941,0.38369086,0.09445605,-0.22907816,0.2982693,0.29351783,-0.4999297
-0.3151409,-0.8177721,0.36737227,0.09566483,-0.25899553,0.29171917,0.2808745,-0.49588594
-0.39392596,-0.8633921,0.34270635,0.09841603,-0.30995443,0.28194925,0.2576081,-0.48880956
-0.50458795,-0.9272647,0.3059227,0.101450175,-0.38095668,0.2672649,0.22595146,-0.47949025
-0.5026261,-0.9250722,0.30298594,0.10009198,-0.37892768,0.26443192,0.22812772,-0.47887942
-0.50163436,-0.9241307,0.30146235,0.09921166,-0.37796617,0.26239768,0.22902566,-0.47830877
-0.49961454,-0.92285377,0.29959086,0.0984261,-0.37633762,0.26010618,0.23063087,-0.47819516
-0.49616718,-0.91955805,0.29702318,0.09843452,-0.37331367,0.2574519,0.23545823,-0.47905508
-0.49580014,-0.91967636,0.29651242,0.09901202,-0.373666,0.25752923,0.23760542,-0.47992942
-0.49583793,-0.9196563,0.29565278,0.098535806,-0.37343153,0.25643685,0.23776722,-0.4792979
-0.49773633,-0.9224305,0.2954946,0.09847684,-0.37495646,0.25680372,0.23657528,-0.47930464
-0.49972683,-0.9247542,0.29569903,0.09830952,-0.37662265,0.25734314,0.23502472,-0.47878072
-0.50348717,-0.9279117,0.29672128,0.098350495,-0.37967375,0.25885484,0.23200804,-0.47756347
-0.5079942,-0.93245,0.29827443,0.09844695,-0.38394406,0.26128054,0.22722535,-0.4761128
-0.5152201,-0.9388582,0.3019371,0.09964201,-0.39098963,0.26574558,0.22018793,-0.4741617
-0.51903975,-0.9419145,0.3037103,0.0998995,-0.39452335,0.2678462,0.21606481,-0.47235283
-0.51502997,-0.9370691,0.30118787,0.09881374,-0.3899941,0.26447335,0.2195012,-0.47141418
-0.50960237,-0.93168837,0.2983253,0.09837526,-0.38387963,0.26030204,0.22587281,-0.47210184
-0.5028764,-0.92554873,0.2950942,0.097844124,-0.37683785,0.25568098,0.2330558,-0.47307977
-0.49847582,-0.92128766,0.29241306,0.09734172,-0.37119147,0.2519719,0.23876587,-0.47379598
-0.4952801,-0.91873604,0.2903468,0.09691569,-0.36681786,0.24932823,0.24342972,-0.47470465
-0.489148,-0.9127794,0.287313,0.0963915,-0.35968068,0.24479434,0.25047654,-0.47557434
-0.49071792,-0.91461706,0.2876051,0.09631245,-0.35950527,0.24478707,0.24984445,-0.4752802
-0.49142417,-0.91539156,0.28763118,0.0960055,-0.35865617,0.24454862,0.24957019,-0.47470227
-0.49172428,-0.91542107,0.28844813,0.09738012,-0.35810432,0.24506006,0.25184575,-0.47539434
-0.49437255,-0.91773415,0.2899065,0.09771779,-0.359413,0.24653813,0.24957621,-0.47436544
-0.5040468,-0.92640793,0.2960924,0.10055472,-0.3687081,0.25380388,0.24146613,-0.4729447
-0.5074737,-0.9277534,0.29817647,0.100600794,-0.37031156,0.2555187,0.2371695,-0.47001752
-0.49663293,-0.9164425,0.29274267,0.09900245,-0.35749096,0.24778262,0.24825439,-0.4705951
-0.5018525,-0.9206399,0.29766715,0.10267885,-0.36304173,0.25308588,0.24609366,-0.4709467
-0.5202477,-0.9367827,0.3093237,0.10698789,-0.38168266,0.26710108,0.2281726,-0.46720144
-0.53153,-0.9457899,0.31721252,0.11069092,-0.39284134,0.2761075,0.21851029,-0.46510807
-0.54750437,-0.95871603,0.32735062,0.11443339,-0.4084514,0.28819904,0.20320362,-0.46124074
-0.53034663,-0.9412174,0.31833133,0.11125581,-0.38790554,0.27526352,0.22029069,-0.46231148
-0.5164918,-0.92601174,0.31146738,0.10917768,-0.37085193,0.2648355,0.2342442,-0.46251526
-0.5149712,-0.92325366,0.31189957,0.10978195,-0.36771587,0.26422492,0.23642723,-0.46181515
-0.5281189,-0.9348369,0.32111308,0.114034355,-0.38058138,0.27428848,0.22650552,-0.4611772
-0.551577,-0.9553378,0.3364568,0.12013376,-0.4048268,0.292496,0.2048628,-0.45766613
-0.55761284,-0.9595135,0.34163553,0.12248568,-0.4097642,0.29732087,0.19999003,-0.4562914
-0.5555053,-0.9558394,0.34166193,0.12270951,-0.40502033,0.29528543,0.20340234,-0.4559262
-0.55482006,-0.95352817,0.34237078,0.123042434,-0.40201968,0.29490522,0.20484912,-0.454868
-0.57594526,-0.9698663,0.35568357,0.12759182,-0.4219313,0.3101395,0.18436395,-0.44932792
-0.5957235,-0.985638,0.36834013,0.13151708,-0.4405456,0.32452402,0.1641232,-0.44370702
-0.607286,-0.9950497,0.37495166,0.13276821,-0.44894078,0.3312904,0.15310727,-0.4406108
-0.6089832,-0.99445885,0.37850767,0.135378,-0.44957945,0.33364943,0.15399651,-0.44068488
-0.6055425,-0.9897756,0.3771845,0.13429648,-0.44245213,0.33021453,0.1577549,-0.43970457
-0.609789,-0.99108356,0.3809659,0.13569093,-0.44388515,0.3325883,0.15442088,-0.4375269
-0.60954565,-0.9899944,0.38200825,0.13596822,-0.44094238,0.3320379,0.15577684,-0.43734738
-0.609062,-0.98826283,0.38334686,0.1367544,-0.43792108,0.33131036,0.15869075,-0.43803993
-0.6122364,-0.9884175,0.38786304,0.13953075,-0.4399084,0.33470598,0.1574285,-0.43700686
-0.61427784,-0.98979706,0.39013174,0.13997917,-0.43924195,0.3354557,0.15628389,-0.436609
-0.6196949,-0.9927095,0.3952917,0.14230862,-0.4426502,0.33906946,0.15314499,-0.435882
-0.6213521,-0.9925143,0.39802513,0.14366353,-0.4424605,0.34079114,0.15301555,-0.43521568
-0.6240016,-0.9922088,0.40029156,0.14406776,-0.44156882,0.3414708,0.15122993,-0.43292043
-0.63062656,-0.9968002,0.40539405,0.14543661,-0.44559795,0.34513733,0.14547244,-0.43117067
-0.62684095,-0.9918793,0.40323842,0.14342955,-0.43727434,0.34028766,0.1492431,-0.43000242
-0.62950915,-0.99159825,0.40590852,0.1447767,-0.43720105,0.34137455,0.14917208,-0.42919478
-0.6277288,-0.9885185,0.40643162,0.14469625,-0.43295673,0.33961836,0.15165241,-0.42868087
-0.62479335,-0.98435736,0.40609556,0.14478731,-0.42724684,0.33624986,0.15625495,-0.42917743
-0.6225983,-0.9807063,0.40668267,0.14590758,-0.42355374,0.33479795,0.1606554,-0.42989418
-0.6184338,-0.9743745,0.40644115,0.14635792,-0.4177772,0.33197054,0.16639629,-0.42988643
-0.61798376,-0.97061986,0.40872368,0.14885435,-0.41655523,0.33208868,0.16974345,-0.42984727
-0.6147779,-0.96703523,0.40765518,0.14797494,-0.41106987,0.3284997,0.1729449,-0.42971775
-0.6159259,-0.965806,0.408656,0.14774105,-0.40911484,0.32688233,0.17321391,-0.42849478
-0.6165442,-0.9651944,0.4092119,0.147937,-0.40775257,0.32621488,0.17480358,-0.42845955
-0.61777306,-0.96582246,0.40959802,0.14759868,-0.40670335,0.3253617,0.17470925,-0.4279742
-0.6204434,-0.96723014,0.4115754,0.14881688,-0.4077639,0.32561418,0.17433041,-0.42770377
-0.6218252,-0.96852165,0.41250947,0.14895357,-0.40807846,0.32588765,0.17377564,-0.42725047
-0.6263349,-0.97033733,0.4148612,0.15072379,-0.41126513,0.32822636,0.17246269,-0.42607877
-0.6290941,-0.97221535,0.41653353,0.15122822,-0.41292682,0.32906416,0.1704511,-0.42475048
-0.63230115,-0.9744409,0.41787001,0.15069324,-0.41420203,0.32892022,0.16625547,-0.42212436
-0.63877285,-0.978607,0.42114514,0.15307608,-0.42011163,0.3328229,0.16267417,-0.42059484
-0.6415006,-0.9805128,0.4222862,0.15313917,-0.42238396,0.33408538,0.16020338,-0.4186033
-0.6477643,-0.98369044,0.4255385,0.15478668,-0.4277525,0.3368021,0.15506925,-0.41537037
-0.64024514,-0.9740734,0.42009568,0.15051682,-0.4176831,0.32701096,0.15711997,-0.40991512
-0.5335587,-0.8784291,0.36113748,0.13443017,-0.30652574,0.24952278,0.26979417,-0.43217304
-0.50944984,-0.854482,0.34918636,0.1352117,-0.28385797,0.23471436,0.3006299,-0.4383197
-0.48970714,-0.8383262,0.33882564,0.13437101,-0.26595914,0.22228631,0.32271254,-0.44318637
-0.48522252,-0.8322478,0.3376478,0.1373138,-0.2633062,0.22004107,0.33029914,-0.44358245
-0.4784433,-0.8269693,0.33404768,0.13827589,-0.25865507,0.21677652,0.33967978,-0.4454213
-0.4774051,-0.8243461,0.33164614,0.13815415,-0.25802535,0.2147223,0.34168765,-0.4428356
-0.47940874,-0.8259612,0.33040994,0.13798524,-0.2592398,0.21322408,0.340617,-0.44076428
-0.4807425,-0.83048576,0.32881567,0.13677818,-0.26099807,0.21220803,0.33847904,-0.43996736
-0.48486847,-0.8322405,0.3284875,0.13775948,-0.26466978,0.21275303,0.3373021,-0.43756154
-0.48560506,-0.8342661,0.3269322,0.13816965,-0.26747745,0.21351919,0.33811513,-0.4371046
-0.48673546,-0.8354535,0.32590646,0.13797316,-0.26930696,0.21188906,0.3364855,-0.43467972
-0.48971075,-0.8385461,0.32538998,0.13873479,-0.27310103,0.2120333,0.33449018,-0.43315497
-0.49071413,-0.8399083,0.3238042,0.13845076,-0.27644005,0.21191981,0.33269274,-0.4303566
