Real,Predict
0.048985068,0.033495598
0.060761247,0.025473224
0.045237225,0.034894604
0.031888746,0.039035466
0.026023116,0.038835235
0.014773172,0.0431794
0.0020921174,0.033470817
0.004331838,0.031110084
0.0043382556,0.03141423
0.0043382556,0.01683554
0.0043382556,0.008127738
0.0043382556,0.0040413956
0.0043382556,0.0037594761
0.0043382556,0.0034731366
0.0043254206,0.0024353052
0.004331838,0.0022482965
0.0043382556,0.0033493321
0.0043382556,0.0048001884
0.0043382556,0.0042126435
0.0043125856,0.0009770382
0.0043382556,0.0022360173
0.0043382556,0.0035596695
0.0043382556,0.0045084422
0.0043382556,0.0039490922
0.0043382556,0.0036970112
0.0043382556,0.004727249
0.0043382556,0.004171045
0.0043382556,0.003430046
0.0043382556,0.0027653098
0.0043382556,0.0028974558
0.0043382556,0.0039501525
0.0043382556,0.0033319558
0.0043382556,0.003536831
0.0043382556,0.0043587587
0.0043382556,0.0036965418
0.0043382556,0.0038835083
0.0043382556,0.0038378167
0.0043382556,0.004135781
0.0043382556,0.0037191275
0.0043382556,0.0035013584
0.0043382556,0.004389697
0.0043382556,0.0037328885
0.0043382556,0.003796537
0.0043382556,0.0034383486
0.0043382556,0.0029036775
0.0043382556,0.0027257116
0.0043382556,0.0023796617
0.0043382556,0.0029092552
0.0043382556,0.002653107
0.0043382556,0.002416573
0.0043382556,0.002647925
0.0043382556,0.0024338956
0.0043382556,0.0032487682
0.0043382556,0.0029120944
0.0043382556,0.003202316
0.0043382556,0.0028429474
0.020722229,0.0010855608
0.039698888,-0.0017035916
0.018116709,-0.0033472627
0.004306168,0.003416177
0.0043254206,0.012604389
0.0043382556,0.022183016
0.0043382556,0.019631613
0.0043382556,0.008405417
0.0043382556,0.004503164
0.0043382556,0.0038303444
0.0043382556,0.002895559
0.0043382556,0.0027729478
0.0043382556,0.0020636586
0.0043382556,0.0019795238
0.004319003,0.0011175426
0.0043382556,0.0026083305
0.0043382556,0.004181646
0.0043382556,0.0038962148
0.0043382556,0.0027908604
0.0043382556,0.0024559316
0.0043382556,0.0030279225
0.0043382556,0.0038485955
0.0043382556,0.0037030098
0.0043382556,0.003279776
0.0043382556,0.0031598643
0.0043382556,0.0027345498
0.0043382556,0.0024009324
0.0043382556,0.0019660096
0.0043382556,0.0032165213
0.0043382556,0.0044647357
0.0043382556,0.004361242
0.0043382556,0.0033269045
0.0043382556,0.0017449586
0.0043382556,0.002392004
0.0043382556,0.0034492717
0.0043382556,0.004006741
0.0043382556,0.004086373
0.0043382556,0.0048241825
0.0043382556,0.0048191813
0.0043382556,0.0040157684
0.0043382556,0.0045160293
0.0043382556,0.004386438
0.0043382556,0.0032760708
0.0043382556,0.0034012718
0.0043382556,0.004009369
0.0043382556,0.003792692
0.0043382556,0.0034498102
0.0043382556,0.0028782825
0.0043382556,0.0025983544
0.0043382556,0.0028235847
0.0043382556,0.004439407
0.0043382556,0.0036768732
0.0043382556,0.0038817697
0.0043382556,0.0047995723
0.0043382556,0.0035444347
0.0043382556,0.0034941465
0.0043382556,0.0025374843
0.0043382556,0.0021691457
0.0043382556,0.0025523268
0.0043382556,0.0028130915
0.0043382556,0.0027082511
0.0043382556,0.0025220849
0.0043382556,0.0029907362
0.0043382556,0.0023236957
0.0043382556,0.0018892155
0.0043382556,0.002794091
0.0043382556,0.0028141837
0.0043382556,0.0019282312
0.0043382556,0.0022472795
0.0043382556,0.0021865985
0.0043382556,0.0019668858
0.0043382556,0.0021707278
0.0043382556,0.0027570666
0.0043382556,0.002683307
0.0043382556,0.0042038457
0.0043382556,0.004720995
0.0043382556,0.002825069
0.054099843,0.0018944712
0.09553147,-0.0046907077
0.11534882,0.0152625255
0.16423121,0.05977962
0.19149292,0.11131408
0.19848803,0.124113806
0.27372724,0.15699306
0.37740257,0.23334123
0.38198468,0.2815559
0.3404183,0.2888774
0.4106711,0.34288284
0.4965185,0.37055582
0.4887982,0.40983403
0.53323966,0.4523229
0.5588264,0.47148076
0.6190806,0.51706576
0.6532989,0.56619275
0.6149349,0.5752188
0.6104747,0.5799284
0.7212992,0.62780046
0.67108834,0.6475471
0.617457,0.6391822
0.7523793,0.66767704
0.7940676,0.6895391
0.7900631,0.70927095
0.69695103,0.748963
0.576404,0.7136657
0.71138406,0.72554946
0.97605616,0.7782769
0.9798874,0.8336686
0.9520995,0.8377157
0.91879886,0.8650093
0.9285664,0.91334355
0.91939574,0.8790821
0.9254924,0.9489002
0.8808777,0.94098043
0.9560591,0.91841847
0.97992593,0.93263626
0.9762102,0.9433258
0.98004144,0.96190464
0.97982967,0.9781801
0.979804,0.97577125
0.9797655,0.97775567
0.9798489,0.9803162
0.97979116,0.9805842
0.9683038,0.978153
0.9725843,0.97598207
0.9797077,0.9781545
0.97992593,0.974729
0.97970134,0.9771356
0.97901464,0.97837096
0.84773105,0.9775347
0.82612324,0.94411135
0.68566257,0.8546455
0.71375215,0.809444
0.72200507,0.8132682
0.7454227,0.7974693
0.7024252,0.72477096
0.7118718,0.7179284
0.7147597,0.7201584
0.7208692,0.71182096
0.6873247,0.71195835
0.618933,0.70407057
0.63489985,0.6771488
0.60453206,0.66183215
0.5451121,0.6273439
0.51897347,0.610891
0.45080635,0.5615165
0.422781,0.51899576
0.37074757,0.4673562
0.3329932,0.43986267
0.2927745,0.4057434
0.14350256,0.30228204
0.09119963,0.2363912
0.077158056,0.18663186
0.050191563,0.16044037
0.0155946165,0.08328946
0.004331838,0.1338799
0.0043382556,0.09378831
0.0043382556,0.043994606
0.0043382556,-0.0014818218
0.0043382556,-0.0016913796
0.05434371,0.0019750227
0.044704568,0.0012640143
0.069938324,0.0091959
0.24383435,0.050398897
0.18567862,0.13097373
0.14678192,0.10841577
0.069655955,0.1041009
0.056127787,0.122074984
0.04136745,0.13540864
0.019669754,0.09479999
0.0028108815,0.056345932
0.004331838,0.075740784
0.0043382556,0.041823458
0.0043382556,0.0199079
0.0043382556,0.003829685
0.0043382556,0.0031904946
0.0043382556,0.0027046567
0.0043382556,0.0031637014
0.0043382556,0.0034749657
0.0043382556,0.0035068728
0.0043382556,0.0038133506
0.0043382556,0.0021372011
0.0043382556,0.0014613543
0.0043382556,0.0025712277
0.0043382556,0.0030015437
0.0043382556,0.0034648038
0.0043382556,0.0037748506
0.0043382556,0.0041454807
0.0043382556,0.0035091857
0.0043382556,0.0041212738
0.0043382556,0.0035895072
0.025721492,0.0036179263
0.06362347,0.0027520852
0.0641818,0.008294934
0.054645333,0.0320512
0.044082068,0.041821603
0.039968427,0.049310647
0.021935144,0.046422966
0.02030509,0.04326439
0.04886313,0.044052467
0.020561792,0.03417619
0.059362225,0.034668926
0.10200676,0.039343055
0.10925216,0.059957154
0.09429289,0.071723126
0.057083998,0.07446027
0.07932719,0.09440767
0.07356424,0.08253353
0.06362347,0.08259859
0.07624677,0.079112366
0.051828034,0.06898084
0.048311226,0.06944752
0.038903113,0.062010232
0.04081554,0.055697978
0.040898968,0.052692883
0.026972912,0.045640443
0.01107667,0.038884435
0.0057244436,0.029385472
0.003292197,0.033913545
0.0043382556,0.027899344
0.0043382556,0.017901141
0.0043382556,0.009905735
0.0043382556,0.004094715
0.0043382556,0.004694146
0.0043382556,0.0040603746
0.0043382556,0.003044075
0.0043382556,0.0037581907
0.0043382556,0.0038214
0.0043382556,0.004176239
0.0043382556,0.0033746792
0.03703561,0.0020216643
0.05050602,-0.0034055598
0.045570936,-0.0007845834
0.06294963,0.028751181
0.008663676,0.036562715
0.0043382556,0.045998998
0.0043382556,0.046500925
0.0043382556,0.02889916
0.0043382556,0.024446955
0.0043382556,0.008380506
0.0043382556,0.004404579
0.0043382556,0.0027665896
0.0043382556,0.003080694
0.0043382556,0.0041435626
0.0043382556,0.003166529
0.0043382556,0.0036918495
0.0043382556,0.0028490098
0.0043382556,0.002075027
0.0043382556,0.0025762287
0.0043382556,0.0024543246
0.0043382556,0.0028937715
0.0043382556,0.002482711
0.0043382556,0.0027480372
0.0043382556,0.0025368258
0.0043382556,0.0026460998
0.0043382556,0.003739133
0.0043382556,0.0027271002
0.0043382556,0.0028002802
0.0043382556,0.0024778815
0.004331838,0.0014521088
0.12571956,0.00072087767
0.09410678,-0.01925678
0.11059343,0.039842505
0.09394634,0.07015944
0.093246825,0.07331223
0.09137291,0.089304626
0.11984752,0.09794876
0.20138234,0.10625826
0.21759945,0.15087047
0.22167459,0.16353142
0.25544366,0.199113
0.2409272,0.1969763
0.2756461,0.23119205
0.3874781,0.25769272
0.40644193,0.3068795
0.40456158,0.35701293
0.31146878,0.3435403
0.2462345,0.34193027
0.2405229,0.32506052
0.25245953,0.3038018
0.19824415,0.273924
0.18211047,0.23055108
0.16771594,0.21289693
0.18710332,0.20439218
0.21903057,0.20169163
0.28851324,0.21056236
0.35442778,0.22822718
0.38556567,0.29412782
0.4163827,0.3261649
0.44307965,0.35243335
0.4960179,0.40849462
0.6048273,0.44738576
0.63039476,0.5122187
0.6597678,0.57026166
0.5865886,0.5585789
0.58480453,0.5865715
0.6658837,0.60900843
0.5843874,0.6143651
0.56779164,0.6014255
0.5421151,0.6024832
0.51122105,0.5779727
0.46332055,0.5328521
0.52270204,0.5452842
0.5168685,0.5248033
0.47148368,0.50124425
0.437567,0.49440265
0.42536083,0.46783352
0.4650148,0.46104318
0.46009895,0.46316653
0.43510908,0.45311797
0.37830743,0.43639538
0.34449342,0.41922697
0.35351008,0.41692138
0.29967976,0.35702503
0.29231885,0.34744737
0.28423917,0.34404513
0.24081169,0.29817787
0.27125007,0.29524997
0.27508777,0.27984378
0.2959961,0.27530628
0.3355538,0.27739543
0.36499748,0.29795745
0.33801815,0.3116111
0.308767,0.31548974
0.3171483,0.3425107
0.2286633,0.31438738
0.22878523,0.2862793
0.22123179,0.2915664
0.21609133,0.24922301
0.27267477,0.2524676
0.2568491,0.24746074
0.27760985,0.24875875
0.2520873,0.25393656
0.1929176,0.24329391
0.22198263,0.2423152
0.22330464,0.22527832
0.21220872,0.23263955
0.23226994,0.2276466
0.1936492,0.21259107
0.18470316,0.21790212
0.20102938,0.2117043
0.16658644,0.19995908
0.13838778,0.19007562
0.19039552,0.19284712
0.17705987,0.17574845
0.2024669,0.17124872
0.18008253,0.18553239
0.1378423,0.17454562
0.1514924,0.17549694
0.16493072,0.1763089
0.16874275,0.15908235
0.18125053,0.16797905
0.21221514,0.16905755
0.2150902,0.16659044
0.20477721,0.18044299
0.20478363,0.20160347
0.16073366,0.202696
0.124288455,0.18139774
0.09396559,0.18300174
0.12211291,0.15775855
0.13180982,0.13855562
0.15077363,0.14227901
0.13359389,0.12609187
0.18465823,0.13504
0.16716403,0.14813857
0.2007791,0.15685846
0.29323015,0.17752948
0.26418436,0.22568384
0.24826887,0.23801036
0.23841795,0.22257182
0.25022623,0.25175637
0.31614718,0.2576172
0.37311566,0.2674378
0.42126644,0.32124004
0.45427182,0.3617786
0.43829858,0.3738435
0.48226514,0.41828415
0.50070274,0.44783103
0.4908903,0.4510354
0.46620205,0.4685915
0.4231853,0.47561318
0.30133232,0.4374217
0.34340245,0.4470619
0.35625038,0.4299317
0.33362854,0.36045554
0.35892648,0.37178192
0.34168255,0.35912073
0.3617887,0.3387286
0.38610473,0.3464547
0.37131232,0.36083072
0.3277886,0.3618103
0.31442726,0.35118976
0.3099414,0.35603732
0.3096847,0.33212426
0.3905457,0.33290014
0.39947248,0.36147648
0.30133232,0.3401062
0.27614024,0.33215415
0.441302,0.3532466
0.5154566,0.3772223
0.5141795,0.40311775
0.5911515,0.46869344
0.51651555,0.50380945
0.34589246,0.40120977
0.37194124,0.45786688
0.3764271,0.46708092
0.4057424,0.4010775
0.558544,0.4947514
0.6937423,0.49507162
0.84900177,0.59720814
0.7736984,0.7299076
0.80389285,0.71032226
0.7698029,0.71090716
0.7669535,0.7394274
0.6971885,0.7806225
0.6611347,0.7493864
0.5947774,0.70354
0.6170719,0.73509365
0.5079225,0.6228822
0.4403522,0.5580137
0.4305398,0.53883994
0.37520778,0.4479869
0.3880942,0.47915283
0.27959928,0.37864187
0.32773083,0.36043572
0.39065477,0.36979955
0.42221624,0.36299643
0.4370985,0.38906422
0.29351252,0.3352753
0.27225122,0.35203248
0.37336594,0.37371346
0.48386312,0.35750395
0.5476406,0.44056222
0.5768917,0.44090372
0.5831745,0.49058896
0.5500664,0.53432816
0.53203315,0.49228767
0.5327262,0.54654306
0.54651755,0.5444344
0.5113302,0.55008906
0.4477195,0.5330739
0.3544984,0.4755337
0.31782857,0.46198437
0.30969113,0.37175444
0.25502655,0.33069938
0.23251382,0.32872435
0.26155958,0.2727702
0.29586133,0.3021509
0.34266442,0.27294412
0.36209032,0.29443946
0.45328996,0.33924058
0.4080463,0.33743843
0.48127684,0.410922
0.44019175,0.36765996
0.5413065,0.44812638
0.46880755,0.4603676
0.3665826,0.42554975
0.3312348,0.44556618
0.33341035,0.38919595
0.33907062,0.39497182
0.34494907,0.40263775
0.2816465,0.32502928
0.31874627,0.34412825
0.31277797,0.31865218
0.28885978,0.32281214
0.30885684,0.31053454
0.25997445,0.2943399
0.40396476,0.31813735
0.4313163,0.31134593
0.5756339,0.40863642
0.52919656,0.4770766
0.457994,0.42286295
0.49643505,0.53151745
0.3766068,0.43311587
0.40971488,0.4677023
0.4853648,0.47338688
0.45331562,0.45113912
0.45782074,0.46267852
0.35770074,0.4068373
0.39754722,0.45143822
0.40358612,0.41211522
0.31625625,0.3885163
0.3148444,0.39299494
0.3028693,0.32805493
0.25288308,0.3365378
0.18707123,0.28219232
0.18594816,0.24672908
0.13687325,0.23751183
0.16281293,0.18449046
0.18895157,0.20951556
0.22788036,0.17700711
0.22236769,0.18745185
0.16396168,0.18688399
0.1906137,0.17453852
0.14816812,0.19618106
0.10997093,0.170034
0.1260597,0.16734762
0.16559814,0.15802728
0.14993936,0.14308013
0.16031651,0.15680574
0.12848553,0.13829453
0.15262188,0.14611101
0.15678045,0.1450547
0.14502352,0.14849192
0.15106243,0.14959626
0.1267528,0.14486219
0.12772183,0.14370544
0.17705987,0.1433042
0.20043896,0.14656454
0.17297831,0.15259819
0.19944423,0.16116585
0.24743459,0.18506056
0.29236376,0.19340652
0.3236557,0.24024151
0.28488094,0.25516495
0.33313438,0.27552468
0.30428755,0.30331185
0.2738877,0.29224136
0.3157878,0.306293
0.24308349,0.30253932
0.22551228,0.28240427
0.18313086,0.2724707
0.1536166,0.23619246
0.17643096,0.24389765
0.15241653,0.18816867
0.17087336,0.18074535
0.17831771,0.18409055
0.13917714,0.16187409
0.11995662,0.1637413
0.17251626,0.15588632
0.23149984,0.15360896
0.2605328,0.17562701
0.30733588,0.19795278
0.2821342,0.22928998
0.26113603,0.23051107
0.25679135,0.26884726
0.21559076,0.26475605
0.24056141,0.2513112
0.23203892,0.2708891
0.20657413,0.23385182
0.20902562,0.22674683
0.27494016,0.23274112
0.17838188,0.20989572
0.19538194,0.2177171
0.2118686,0.2145489
0.17823428,0.20078501
0.1911592,0.19263433
0.18333623,0.19087929
0.23739114,0.19088164
0.27395827,0.18796346
0.30263826,0.2361774
0.31052542,0.2614004
0.31142387,0.24290743
0.34740058,0.3136767
0.3528298,0.30734262
0.41694102,0.32527754
0.38459662,0.36973745
0.3933694,0.3615373
0.42809469,0.3779886
0.42419925,0.39091662
0.45067158,0.41347346
0.48634028,0.41494083
0.5263408,0.44437215
0.57092345,0.50846136
0.53481835,0.4539677
0.55742735,0.51405424
0.4928348,0.5404418
0.4055563,0.5041209
0.3594848,0.49494606
0.35277846,0.4499301
0.3301053,0.40809047
0.27823877,0.35297346
0.24849348,0.3409168
0.23338018,0.31078953
0.21799734,0.2733357
0.29589984,0.31909257
0.26621872,0.27306575
0.24709445,0.25140876
0.45898873,0.2816505
0.5782587,0.3561598
0.5979669,0.44106865
0.6609743,0.53675663
0.64059865,0.5418226
0.6796686,0.5985312
0.724386,0.63142663
0.7485673,0.67203015
0.8070054,0.7000576
0.82579595,0.76213926
0.81869817,0.78511304
0.748086,0.743864
0.7099209,0.79737717
0.672789,0.7601546
0.65949184,0.7115234
0.70723194,0.750162
0.7687633,0.7312501
0.77489203,0.7218117
0.7967758,0.7331997
0.7782035,0.75628424
0.80055577,0.7616346
0.80834025,0.77451164
0.74552536,0.78890514
0.72694016,0.77117306
0.753143,0.7818569
0.6959242,0.76216304
0.6142097,0.72273934
0.58459276,0.70581603
0.566245,0.652383
0.5518762,0.63303393
0.51455176,0.5851596
0.5090391,0.5785901
0.45844322,0.5383554
0.47598237,0.49690205
0.48625043,0.5213854
0.48179665,0.48892626
0.49810362,0.48524636
0.5108681,0.49104738
0.5351521,0.48105505
0.56679696,0.510403
0.52218866,0.5118372
0.5106435,0.51761645
0.5291517,0.5325668
0.44681466,0.52177894
0.4435417,0.5092576
0.4496127,0.467337
0.4879639,0.48474285
0.46279433,0.4766969
0.3707604,0.43865448
0.3669869,0.43812984
0.3563659,0.40075713
0.3661462,0.3988008
0.31485084,0.37205884
0.2885325,0.34183532
0.27705154,0.33854723
0.2365697,0.2990463
0.25163165,0.28961644
0.27519685,0.27377567
0.24900688,0.26435253
0.23147418,0.26398888
0.21385162,0.23961411
0.21361417,0.24171479
0.20480931,0.23690735
0.17291413,0.21466297
0.15746713,0.20159243
0.120803736,0.18062347
0.1169853,0.17299415
0.13815676,0.14178374
0.18598667,0.15107895
0.24522054,0.15934806
0.27081367,0.17292343
0.26509565,0.22648995
0.2270589,0.2105412
0.24694043,0.22964117
0.28957215,0.25519317
0.30513468,0.25829494
0.28665218,0.27461284
0.30187455,0.28439724
0.3693678,0.29941082
0.31807244,0.309336
0.28594622,0.31686568
0.31816226,0.32519275
0.3141128,0.3138398
0.24986684,0.3171457
0.2212767,0.3055182
0.23817408,0.27270588
0.23934208,0.26962036
0.24826887,0.25364122
0.2637993,0.24028826
0.31434384,0.24987231
0.35873395,0.27921447
0.39383787,0.29867658
0.42907017,0.33457556
0.47514808,0.39804992
0.5009209,0.38710904
0.54218566,0.44383693
0.5893482,0.50316143
0.6689192,0.5159283
0.62749404,0.57832485
0.7127831,0.6178142
0.715164,0.628858
0.78639865,0.68474185
0.8140069,0.733752
0.86979455,0.7588742
0.8665473,0.7850658
0.7521226,0.8279339
0.6065664,0.7588949
0.44483805,0.6672976
0.5189927,0.74180436
0.42620152,0.4907169
0.4717211,0.48572123
0.5860816,0.6295059
0.49548528,0.4956974
0.4549521,0.45235592
0.39562836,0.47875986
0.47819,0.48637125
0.49648,0.44854385
0.5419033,0.5270076
0.5114842,0.49088246
0.5510098,0.46390468
