IMF1,IMF2,IMF3,IMF4,IMF5,IMF6
7.252389489693353,-10.717726859391966,3.2586624307062886,0.8441169427533617,0.20197804057543028,-0.0054982792419604794
7.253968154782258,-10.696202601058278,3.264171914548654,0.7798049459559182,0.12512027788432556,0.0013279783839559934
7.256903546313838,-10.653433564129394,3.273680788233057,0.6544631749175576,-0.0012491014954182685,0.006228974344616552
7.260839667669989,-10.589873204732376,3.2843395053297355,0.4746376031145538,-0.1318138250384991,-0.00013270514568614907
7.265332944241823,-10.506077829613718,3.2921460481634552,0.2499379304411145,-0.21905185179471387,-0.009054149200930922
7.269970535670222,-10.40255708499775,3.292256278336949,-0.007227619474181931,-0.22984917358456308,-0.0019414756336314822
7.274441775610935,-10.279675990851349,3.2792691247780112,-0.2821271345498453,-0.15740563415135933,0.012001971373313734
7.27861479571493,-10.137562116813589,3.247519778492867,-0.5583367871860725,-0.02421634269074202,0.004727357835982716
7.282439487435807,-9.976207426108083,3.1911738318118097,-0.8187115005359555,0.12482723559988335,-0.014106473568584391
7.285905844570927,-9.795519911254782,3.104379778445831,-1.0463690452061232,0.23745861511182959,-0.006582960326275145
7.288989073126396,-9.595390518405496,2.9814138222037334,-1.225694913739967,0.27213682458247457,0.017066164596594074
7.2916324156293735,-9.375720883855415,2.816870788514752,-1.3432545822674256,0.21306607978673522,0.009154737710731735
7.293622280913931,-9.136559294383078,2.605747116656471,-1.3887155122727792,0.07662734707228175,-0.019299665773354187
7.294648171630089,-8.878031142487156,2.3437474090220896,-1.3553734114944413,-0.0928222058609757,-0.010301819869922447
7.2944397963790255,-8.60017775209186,2.0276865544286564,-1.2403822342651312,-0.2369307876079398,0.023915799112503272
7.2929173366544155,-8.302784114839001,1.6558795267312545,-1.0447937027975343,-0.3029370528898502,0.014543988129991439
7.290148709164232,-7.985419265829313,1.2282675838763857,-0.7736643722940989,-0.262650971453842,-0.025221931223786923
7.286426677580936,-7.647360637936583,0.7466201627351983,-0.4358624953070315,-0.12365636976330112,-0.015384362420432217
7.282335341232373,-7.287542286326692,0.21465745849824852,-0.04373956574427873,0.07135086802198942,0.029403615502236635
7.278703211407187,-6.904643986429072,-0.36204175573713215,0.3871753888753645,0.2572169098456755,0.01759148286074582
7.276296267491345,-6.4974686505085995,-0.9764938401507495,0.8383053417015486,0.3671261266368008,-0.03439760180391066
7.275709133201415,-6.065107931951173,-1.6205748010584449,1.2885719634410697,0.35571922390278443,-0.02228275656951348
7.277376435566572,-5.60696740601742,-2.2851549470057426,1.7152869750322186,0.21657933665941628,0.03572533988410831
7.281566332598025,-5.122801318022009,-2.9602636701672114,2.0951761413071086,-0.012709065122855901,0.022317338957705504
