date,T,yun,sfs,zjfs,zfs,js,sd,Target
2020/5/8 21:45,15.1,0.1,2,2,2,7,17.9,0.2516
2020/5/8 22:00,14.7,5.8,0,0,0,6.6,17.6,0
2020/5/8 22:15,14.4,29.3,0,0,0,6.2,17.3,0
2020/5/8 22:30,14,36.1,0,0,0,5.9,16.8,0
2020/5/8 22:45,13.6,23.3,0,0,0,5.5,16.3,0
2020/5/8 23:00,13.2,34.9,0,0,0,5.1,15.8,0
2020/5/8 23:15,12.9,37,0,0,0,4.9,15.4,0
2020/5/8 23:30,12.5,43.7,0,0,0,4.8,15.2,0
2020/5/8 23:45,12.2,47.2,0,0,0,4.7,15,0
2020/5/9 0:00,11.8,33.6,0,0,0,4.5,14.7,0
2020/5/9 0:15,11.5,0.3,0,0,0,4.5,14.9,0
2020/5/9 0:30,11.2,0,0,0,0,4.6,15.3,0
2020/5/9 0:45,11,0,0,0,0,4.6,15.8,0
2020/5/9 1:00,10.7,0,0,0,0,4.7,16.3,0
2020/5/9 1:15,10.5,0,0,0,0,4.7,16.9,0
2020/5/9 1:30,10.3,0,0,0,0,4.7,17.4,0
2020/5/9 1:45,10.1,0,0,0,0,4.8,17.9,0
2020/5/9 2:00,9.9,0,0,0,0,4.8,18.5,0
2020/5/9 2:15,9.8,0,0,0,0,4.8,18.9,0
2020/5/9 2:30,9.8,0,0,0,0,4.8,19.1,0
2020/5/9 2:45,9.7,0,0,0,0,4.8,19.3,0
2020/5/9 3:00,9.6,0,0,0,0,4.8,19.6,0
2020/5/9 3:15,9.5,0,0,0,0,4.8,19.7,0
2020/5/9 3:30,9.4,0,0,0,0,4.8,19.9,0
2020/5/9 3:45,9.3,0,0,0,0,4.7,20,0
2020/5/9 4:00,9.2,0,0,0,0,4.7,20.1,0
2020/5/9 4:15,9.1,0,0,0,0,4.6,20.2,0
2020/5/9 4:30,9,0,0,0,0,4.5,20.2,0
2020/5/9 4:45,9,0,0,0,0,4.4,20.3,0
2020/5/9 5:00,8.9,0,0,0,0,4.3,20.3,0
2020/5/9 5:15,8.8,0,0,0,0,4.1,20.4,0
2020/5/9 5:30,8.7,0,0,0,0,4,20.6,0
2020/5/9 5:45,8.6,0,0,0,0,3.9,20.8,0
2020/5/9 6:00,8.5,0,0,0,0,3.7,21,0
2020/5/9 6:15,8.4,0,0,0,0,3.7,21.2,0
2020/5/9 6:30,8.3,0,0,0,0,3.6,21.3,0
2020/5/9 6:45,8.2,0,0,0,0,3.5,21.4,0
2020/5/9 7:00,8.1,0,0,0,0,3.5,21.5,0
2020/5/9 7:15,8.1,0,0,0,0,3.4,21.5,0
2020/5/9 7:30,8.2,0,0,0,0,3.4,21.4,0
2020/5/9 7:45,8.3,0,3,5,3,3.4,21.2,0.37614
2020/5/9 8:00,8.4,0,16,72,23,3.4,21,2.87684
2020/5/9 8:15,8.8,0,31,239,55,3.3,20.5,6.90745
2020/5/9 8:30,9.5,0,42,380,97,3.4,19.7,12.16477
2020/5/9 8:45,10.1,0,51,486,144,3.4,19,18.0864
2020/5/9 9:00,10.8,0,58,571,194,3.4,18.2,24.3082
2020/5/9 9:15,11.4,0,64,640,246,3.4,17.5,30.90498
2020/5/9 9:30,11.9,0,68,698,300,3.4,16.7,37.701
2020/5/9 9:45,12.4,0,72,746,354,3.4,16,44.54736
2020/5/9 10:00,12.9,0,74,786,408,3.4,15.4,51.306
2020/5/9 10:15,13.3,0,77,820,461,3.4,14.7,57.93387
2020/5/9 10:30,13.5,0,78,850,514,3.4,13.9,64.74344
2020/5/9 10:45,13.8,0,79,876,565,3.4,13.2,70.7606
2020/5/9 11:00,14.1,0,80,898,615,3.3,12.5,77.1087
2020/5/9 11:15,14.3,0,81,918,662,3.3,12.1,83.06114
2020/5/9 11:30,14.5,0,81,935,708,3.3,11.7,88.91064
2020/5/9 11:45,14.6,0,81,950,751,3.3,11.4,94.19042
2020/5/9 12:00,14.8,0,81,963,791,3.3,11.1,99.08066
2020/5/9 12:15,15,0,80,974,829,3.3,10.8,104.11411
2020/5/9 12:30,15.2,0,80,984,864,3.3,10.3,108.29376
2020/5/9 12:45,15.4,0,79,993,895,3.3,9.9,112.1793
2020/5/9 13:00,15.7,0,79,1000,923,3.3,9.5,115.41192
2020/5/9 13:15,15.9,0,79,1007,948,3.3,9.2,119.43852
2020/5/9 13:30,16.1,0,78,1012,969,3.2,8.9,121.64826
2020/5/9 13:45,16.3,0,77,1016,986,3.2,8.5,123.92048
2020/5/9 14:00,16.6,0,77,1020,1000,3.2,8.2,125.28
2020/5/9 14:15,16.8,0,76,1023,1010,3.2,8,126.7348
2020/5/9 14:30,17.1,0,76,1024,1015,3.2,7.8,127.5652
2020/5/9 14:45,17.3,0,75,1025,1017,3.3,7.7,127.125
2020/5/9 15:00,17.5,0,75,1025,1015,3.3,7.5,127.12875
2020/5/9 15:15,17.8,0,74,1025,1009,3.3,7.4,126.82121
2020/5/9 15:30,17.9,0,74,1024,1000,3.3,7.3,125.63
2020/5/9 15:45,18.1,0,73,1022,987,3.2,7.2,123.68097
2020/5/9 16:00,18.3,0,73,1020,970,3.2,7.1,121.9193
2020/5/9 16:15,18.4,0,72,1017,949,3.2,7,119.52655
2020/5/9 16:30,18.6,0,71,1013,925,3.2,6.9,116.143
2020/5/9 16:45,18.7,0,71,1008,897,3.1,6.8,112.67217
2020/5/9 17:00,18.8,0,70,1002,867,3.1,6.6,108.59175
2020/5/9 17:15,18.9,0,69,995,833,3.1,6.5,104.25828
2020/5/9 17:30,19,0,69,987,796,3,6.4,99.65124
2020/5/9 17:45,19.1,0,68,978,756,2.9,6.3,95.12748
2020/5/9 18:00,19.2,0,67,967,713,2.9,6.2,89.60984
2020/5/9 18:15,19.3,0,66,954,668,2.8,6.1,83.58684
2020/5/9 18:30,19.4,0,65,939,621,2.8,6.1,77.82372
2020/5/9 18:45,19.4,0,63,921,572,2.8,6,71.54004
2020/5/9 19:00,19.4,0,62,901,521,2.8,5.9,65.15626
2020/5/9 19:15,19.4,0,60,877,470,2.7,5.9,59.1166
2020/5/9 19:30,19.4,0,58,850,417,2.7,5.9,52.22508
2020/5/9 19:45,19.4,0,56,818,363,2.6,5.9,45.50931
2020/5/9 20:00,19.3,0,53,780,310,2.6,5.9,38.8957
2020/5/9 20:15,19.1,0,50,733,257,2.6,5.9,32.15327
2020/5/9 20:30,18.8,0,45,675,204,2.5,6.1,25.6122
2020/5/9 20:45,18.5,1.6,41,582,152,2.5,6.3,19.07296
2020/5/9 21:00,18.1,25.4,52,188,78,2.5,6.5,9.78588
2020/5/9 21:15,17.6,0.3,26,362,62,2.5,6.9,7.7934
2020/5/9 21:30,16.9,0,14,129,25,2.5,7.6,3.14125
2020/5/9 21:45,16.2,0,2,9,3,2.5,8.3,0.37539
2020/5/9 22:00,15.5,0,0,0,0,2.5,9.1,0
2020/5/9 22:15,15.1,0,0,0,0,2.4,9.5,0
2020/5/9 22:30,14.8,0,0,0,0,2.4,9.7,0
2020/5/9 22:45,14.6,0,0,0,0,2.4,9.8,0
2020/5/9 23:00,14.4,0,0,0,0,2.4,9.9,0
2020/5/9 23:15,14.2,0,0,0,0,2.3,10,0
2020/5/9 23:30,14.1,0,0,0,0,2.3,10,0
2020/5/9 23:45,13.9,0,0,0,0,2.3,10.1,0
2020/5/10 0:00,13.8,0,0,0,0,2.2,10.1,0
2020/5/10 0:15,13.8,0,0,0,0,2.2,10,0
2020/5/10 0:30,13.8,0,0,0,0,2.1,9.9,0
2020/5/10 0:45,13.8,0,0,0,0,2.1,9.8,0
2020/5/10 1:00,13.8,0,0,0,0,2.1,9.7,0
2020/5/10 1:15,13.7,0,0,0,0,2,9.7,0
2020/5/10 1:30,13.6,0,0,0,0,2,9.9,0
2020/5/10 1:45,13.4,0,0,0,0,2,10.1,0
2020/5/10 2:00,13.2,0,0,0,0,1.9,10.2,0
2020/5/10 2:15,13.1,0,0,0,0,1.9,10.5,0
2020/5/10 2:30,13.1,0,0,0,0,1.9,10.8,0
2020/5/10 2:45,13,0,0,0,0,1.9,11.1,0
2020/5/10 3:00,13,0,0,0,0,1.9,11.4,0
2020/5/10 3:15,12.8,0,0,0,0,1.9,11.6,0
2020/5/10 3:30,12.6,0,0,0,0,1.9,11.8,0
2020/5/10 3:45,12.4,0,0,0,0,1.9,12.1,0
2020/5/10 4:00,12.1,0,0,0,0,1.9,12.3,0
2020/5/10 4:15,11.9,0,0,0,0,1.9,12.5,0
2020/5/10 4:30,11.6,0,0,0,0,1.9,12.7,0
2020/5/10 4:45,11.4,0,0,0,0,1.9,12.9,0
2020/5/10 5:00,11.2,0,0,0,0,1.9,13.1,0
2020/5/10 5:15,11,0,0,0,0,2,13.2,0
2020/5/10 5:30,11,0,0,0,0,2,13.2,0
2020/5/10 5:45,11,0,0,0,0,2,13.2,0
2020/5/10 6:00,11,0,0,0,0,2,13.2,0
2020/5/10 6:15,11,0,0,0,0,2,13.3,0
2020/5/10 6:30,10.8,0,0,0,0,2.1,13.5,0
2020/5/10 6:45,10.7,0,0,0,0,2.2,13.7,0
2020/5/10 7:00,10.6,0,0,0,0,2.3,13.9,0
2020/5/10 7:15,10.5,0.2,0,0,0,2.4,14,0
2020/5/10 7:30,10.6,4.6,0,0,0,2.6,14,0
2020/5/10 7:45,10.7,2.2,3,8,4,2.7,14,0.50112
2020/5/10 8:00,10.8,0.8,18,89,25,2.9,14,3.13125
2020/5/10 8:15,11.3,1.5,32,260,59,2.9,13.5,7.39329
2020/5/10 8:30,12.2,15.3,42,296,82,2.9,12.6,10.29428
2020/5/10 8:45,13,60.1,59,3,60,2.9,11.7,7.5144
2020/5/10 9:00,13.9,34.4,114,71,133,2.9,10.9,16.63032
2020/5/10 9:15,14.5,9.6,110,401,227,2.9,10.2,28.38408
2020/5/10 9:30,14.8,4.7,103,555,289,2.9,9.7,36.1828
2020/5/10 9:45,15.2,6.1,123,555,334,2.9,9.2,41.92368
2020/5/10 10:00,15.5,3.2,111,666,397,2.9,8.8,49.64088
2020/5/10 10:15,15.8,0,91,787,462,3,8.4,57.8886
2020/5/10 10:30,16.2,0,95,812,513,3,8,64.54053
2020/5/10 10:45,16.6,0,99,835,564,3.1,7.7,70.6128
2020/5/10 11:00,17,0,102,855,613,3.1,7.4,76.84568
2020/5/10 11:15,17.4,0,105,872,660,3.2,7.1,83.1006
2020/5/10 11:30,17.7,0,107,888,705,3.2,6.9,88.83
2020/5/10 11:45,18.1,0,109,902,748,3.2,6.7,94.14328
2020/5/10 12:00,18.5,0,110,916,788,3.2,6.4,98.88612
2020/5/10 12:15,18.8,0,110,927,825,3.2,6.2,103.84275
2020/5/10 12:30,19.1,0,110,938,859,3.3,6,107.76155
2020/5/10 12:45,19.4,0,110,947,890,3.3,5.7,111.8107
2020/5/10 13:00,19.6,2.9,162,863,891,3.4,5.5,111.70467
2020/5/10 13:15,19.9,9.7,289,647,850,3.5,5.3,106.828
2020/5/10 13:30,20.1,3.4,176,853,929,3.6,5.1,116.45944
2020/5/10 13:45,20.2,1.3,133,928,965,3.7,5,121.4163
2020/5/10 14:00,20.4,3.1,172,868,959,3.9,4.8,119.93254
2020/5/10 14:15,20.6,1,126,942,988,4.1,4.8,124.37932
2020/5/10 14:30,20.8,1.2,130,935,990,4.4,4.8,124.3143
2020/5/10 14:45,21,0,103,975,1001,4.7,4.9,126.11599
2020/5/10 15:00,21.2,0,102,975,998,4.9,4.9,124.76996
2020/5/10 15:15,21.4,0,101,974,991,5,5,124.33086
2020/5/10 15:30,21.7,0,99,974,982,5,5,123.0937
2020/5/10 15:45,21.9,4.3,183,831,928,4.9,5,116.08352
2020/5/10 16:00,22.1,14.7,357,517,813,4.9,5,102.39735
2020/5/10 16:15,22.4,16.9,382,455,775,4.8,5,97.51825
2020/5/10 16:30,22.6,6.2,208,765,853,4.8,5.1,107.18798
2020/5/10 16:45,22.8,2.2,133,888,863,4.7,5.2,108.27198
2020/5/10 17:00,23.1,3.3,150,846,823,4.7,5.2,103.22066
2020/5/10 17:15,23.2,0,88,949,818,4.6,5.2,102.85532
2020/5/10 17:30,23.3,1.7,112,888,769,4.6,5.3,96.44029
2020/5/10 17:45,23.5,5.7,173,747,699,4.5,5.3,87.85731
2020/5/10 18:00,23.6,6.3,173,719,656,4.5,5.3,82.01968
2020/5/10 18:15,23.6,1.3,100,864,647,4.4,5.3,81.50259
2020/5/10 18:30,23.6,0,79,892,609,4.3,5.2,76.53303
2020/5/10 18:45,23.6,0.1,78,870,561,4.2,5.2,70.29891
2020/5/10 19:00,23.5,1.6,92,803,503,4.1,5.2,63.21201
2020/5/10 19:15,23.5,0,72,827,460,4,5.1,57.6932
2020/5/10 19:30,23.4,0,69,800,409,3.8,5,51.21498
2020/5/10 19:45,23.2,0,66,767,356,3.6,4.8,44.60324
2020/5/10 20:00,23.1,0,62,728,304,3.4,4.7,38.20368
2020/5/10 20:15,22.8,0.3,59,671,251,3.2,4.7,31.41516
2020/5/10 20:30,22.4,15.2,85,351,172,3.2,4.6,21.55848
2020/5/10 20:45,22,51.3,74,3,75,3.1,4.6,9.411
2020/5/10 21:00,21.6,59.9,37,12,39,3,4.6,4.89684
2020/5/10 21:15,21,16.8,44,63,50,3,4.8,6.2965
2020/5/10 21:30,20.3,2,17,81,24,3,5.1,3.00048
2020/5/10 21:45,19.5,0,3,8,4,3.1,5.4,0.50372
2020/5/10 22:00,18.8,0,0,0,0,3.1,5.8,0
2020/5/10 22:15,18.3,0,0,0,0,3.1,6,0
2020/5/10 22:30,18.1,0,0,0,0,3.2,6.2,0
2020/5/10 22:45,17.9,0,0,0,0,3.2,6.3,0
2020/5/10 23:00,17.7,0,0,0,0,3.3,6.5,0
2020/5/10 23:15,17.5,0,0,0,0,3.3,6.6,0
2020/5/10 23:30,17.4,0,0,0,0,3.4,6.7,0
2020/5/10 23:45,17.3,0,0,0,0,3.4,6.8,0
2020/5/11 0:00,17.2,0,0,0,0,3.5,6.8,0
2020/5/11 0:15,17.1,0,0,0,0,3.6,7,0
2020/5/11 0:30,17.1,0,0,0,0,3.8,7.1,0
2020/5/11 0:45,17,0,0,0,0,3.9,7.2,0
2020/5/11 1:00,17,0,0,0,0,4.1,7.4,0
2020/5/11 1:15,16.8,0,0,0,0,4.3,7.6,0
2020/5/11 1:30,16.5,0,0,0,0,4.5,8,0
2020/5/11 1:45,16.2,0,0,0,0,4.7,8.4,0
2020/5/11 2:00,15.9,0,0,0,0,4.8,8.8,0
2020/5/11 2:15,15.5,0,0,0,0,5,9.6,0
2020/5/11 2:30,15.2,0,0,0,0,5.2,10.7,0
2020/5/11 2:45,14.8,0,0,0,0,5.3,12,0
2020/5/11 3:00,14.4,0,0,0,0,5.5,13.5,0
2020/5/11 3:15,14.2,0,0,0,0,5.6,14.6,0
2020/5/11 3:30,14,0,0,0,0,5.7,15.3,0
2020/5/11 3:45,13.8,0,0,0,0,5.8,16,0
2020/5/11 4:00,13.6,0,0,0,0,5.8,16.7,0
2020/5/11 4:15,13.4,0,0,0,0,5.9,17.5,0
2020/5/11 4:30,13.1,0,0,0,0,6,18.4,0
2020/5/11 4:45,12.8,0,0,0,0,6.1,19.3,0
2020/5/11 5:00,12.5,0,0,0,0,6.3,20.3,0
2020/5/11 5:15,12.2,0,0,0,0,6.3,21.4,0
2020/5/11 5:30,12,0,0,0,0,6.4,22.7,0
2020/5/11 5:45,11.7,0,0,0,0,6.4,24.1,0
2020/5/11 6:00,11.4,0,0,0,0,6.4,25.5,0
2020/5/11 6:15,11.1,0,0,0,0,6.4,26.5,0
2020/5/11 6:30,10.9,0,0,0,0,6.5,27.1,0
2020/5/11 6:45,10.6,0,0,0,0,6.5,27.6,0
2020/5/11 7:00,10.4,0,0,0,0,6.5,28.2,0
2020/5/11 7:15,10.1,0,0,0,0,6.6,28.6,0
2020/5/11 7:30,9.9,0,0,0,0,6.5,28.9,0
2020/5/11 7:45,9.7,0,4,5,4,6.5,29.2,0.50276
2020/5/11 8:00,9.5,0,19,38,22,6.5,29.5,2.75044
2020/5/11 8:15,9.6,0,36,119,49,6.5,29.9,6.16077
2020/5/11 8:30,9.9,0,52,210,84,6.4,30.3,10.50084
2020/5/11 8:45,10.3,0,67,298,126,6.4,30.7,15.7626
2020/5/11 9:00,10.6,0,80,377,172,6.4,31.1,21.63416
2020/5/11 9:15,10.9,0,91,448,222,6.4,31.2,27.8277
2020/5/11 9:30,11.1,0,101,508,273,6.3,31,34.16868
2020/5/11 9:45,11.3,0,110,562,326,6.2,30.8,40.86084
2020/5/11 10:00,11.5,0,117,610,379,6.1,30.6,47.41669
2020/5/11 10:15,11.8,0,122,652,432,6,30.1,54.31536
2020/5/11 10:30,12.2,0,127,689,484,6,29.3,60.88236
2020/5/11 10:45,12.6,0,131,722,535,5.9,28.6,67.04085
2020/5/11 11:00,13,0,133,752,585,5.8,27.9,73.1601
2020/5/11 11:15,13.4,0,135,780,633,5.7,27,79.20729
2020/5/11 11:30,14,0,135,805,679,5.5,25.8,85.38425
2020/5/11 11:45,14.6,0,136,827,723,5.3,24.7,90.44007
2020/5/11 12:00,15.2,0,135,848,765,5.1,23.7,96.2676
2020/5/11 12:15,15.7,0,134,866,804,5,22.7,100.99848
2020/5/11 12:30,16.1,0,133,882,839,4.8,21.9,105.47069
2020/5/11 12:45,16.6,0,132,896,872,4.7,21,109.81968
2020/5/11 13:00,17.1,0,130,909,901,4.6,20.2,112.82322
2020/5/11 13:15,17.5,0,129,919,927,4.5,19.5,116.28288
2020/5/11 13:30,17.8,0,127,929,949,4.3,18.8,119.48859
2020/5/11 13:45,18.1,0,126,936,967,4.2,18.1,120.92335
2020/5/11 14:00,18.4,0,125,942,981,4.2,17.5,123.13512
2020/5/11 14:15,18.7,0,124,947,991,4.1,16.7,123.99392
2020/5/11 14:30,19,0,123,950,997,4.1,15.8,125.14344
2020/5/11 14:45,19.3,0,122,951,999,4.1,14.9,125.35452
2020/5/11 15:00,19.5,0,121,952,997,4.2,14.2,125.54224
2020/5/11 15:15,19.7,0,120,951,992,4.1,13.7,124.00992
2020/5/11 15:30,19.8,0,119,951,982,4.1,13.6,123.35884
2020/5/11 15:45,20,0,118,949,969,4.1,13.6,121.52229
2020/5/11 16:00,20.1,0,117,946,953,4,13.5,119.83022
2020/5/11 16:15,20.2,0,117,941,932,4,13.3,116.83552
2020/5/11 16:30,20.3,0,116,936,908,3.9,13.1,113.69976
2020/5/11 16:45,20.4,0,115,930,881,3.9,12.9,110.3012
2020/5/11 17:00,20.6,0,114,922,850,3.9,12.7,106.8705
2020/5/11 17:15,20.6,0,112,913,816,3.8,12.5,102.30192
2020/5/11 17:30,20.6,0,111,902,779,3.8,12.3,97.57754
2020/5/11 17:45,20.6,0,109,890,739,3.7,12.1,92.47107
2020/5/11 18:00,20.6,0,107,876,697,3.7,12,87.29228
2020/5/11 18:15,20.5,0,105,860,652,3.6,11.9,81.55216
2020/5/11 18:30,20.4,0,103,842,605,3.6,11.8,76.00615
2020/5/11 18:45,20.3,2.5,127,745,543,3.5,11.8,68.07591
2020/5/11 19:00,20.1,8,173,570,465,3.5,11.8,58.57605
2020/5/11 19:15,20,0.1,94,766,454,3.4,11.8,56.76362
2020/5/11 19:30,19.8,0,89,735,402,3.3,11.8,50.49522
2020/5/11 19:45,19.6,0,84,696,349,3.3,11.9,43.84487
2020/5/11 20:00,19.4,1.3,85,618,293,3.2,11.9,36.70118
2020/5/11 20:15,19.2,19.1,132,222,200,3.2,12.2,25.106
2020/5/11 20:30,18.8,47.6,102,3,103,3.2,12.7,12.87809
2020/5/11 20:45,18.5,69.6,45,0,45,3.2,13.2,5.6295
2020/5/11 21:00,18.1,67.3,19,68,27,3.2,13.8,3.39687
2020/5/11 21:15,17.7,0.6,33,227,56,3.2,14.3,7.00224
2020/5/11 21:30,17.3,0,18,75,25,3.2,14.9,3.13525
2020/5/11 21:45,16.9,8.1,3,6,4,3.2,15.4,0.50012
2020/5/11 22:00,16.4,21.1,0,0,0,3.1,16,0
2020/5/11 22:15,16.1,25.7,0,0,0,3.1,16.6,0
2020/5/11 22:30,15.8,25,0,0,0,3.1,17.1,0
2020/5/11 22:45,15.5,13.6,0,0,0,3.2,17.6,0
2020/5/11 23:00,15.2,13.5,0,0,0,3.2,18.2,0
2020/5/11 23:15,14.9,13.6,0,0,0,3.1,18.7,0
2020/5/11 23:30,14.7,14,0,0,0,3.1,19.3,0
2020/5/11 23:45,14.4,15.2,0,0,0,3.1,20,0
2020/5/12 0:00,14.2,11.5,0,0,0,3,20.6,0
2020/5/12 0:15,13.9,0.1,0,0,0,3,21.2,0
2020/5/12 0:30,13.7,0,0,0,0,3,21.8,0
2020/5/12 0:45,13.5,0,0,0,0,2.9,22.4,0
2020/5/12 1:00,13.3,0,0,0,0,2.9,22.9,0
2020/5/12 1:15,13.2,0,0,0,0,2.8,23.5,0
2020/5/12 1:30,13,0,0,0,0,2.8,23.9,0
2020/5/12 1:45,12.8,0,0,0,0,2.7,24.4,0
2020/5/12 2:00,12.7,0,0,0,0,2.7,24.8,0
2020/5/12 2:15,12.5,0,0,0,0,2.6,25.3,0
2020/5/12 2:30,12.3,0,0,0,0,2.7,25.9,0
2020/5/12 2:45,12.2,0,0,0,0,2.7,26.5,0
2020/5/12 3:00,12,0,0,0,0,2.8,27.1,0
2020/5/12 3:15,11.8,0,0,0,0,2.8,27.7,0
2020/5/12 3:30,11.7,0,0,0,0,2.8,28.3,0
2020/5/12 3:45,11.6,0,0,0,0,2.8,28.9,0
2020/5/12 4:00,11.5,0,0,0,0,2.9,29.6,0
2020/5/12 4:15,11.4,0,0,0,0,2.9,30.2,0
2020/5/12 4:30,11.2,0,0,0,0,2.9,30.8,0
2020/5/12 4:45,11,0,0,0,0,2.9,31.4,0
2020/5/12 5:00,10.9,0,0,0,0,3,32,0
2020/5/12 5:15,10.7,0,0,0,0,3,32.3,0
2020/5/12 5:30,10.6,0,0,0,0,2.9,32.4,0
2020/5/12 5:45,10.4,0,0,0,0,2.9,32.5,0
2020/5/12 6:00,10.3,0,0,0,0,2.9,32.6,0
2020/5/12 6:15,10.1,0,0,0,0,2.9,32.8,0
2020/5/12 6:30,10,0,0,0,0,2.9,33.1,0
2020/5/12 6:45,9.8,0,0,0,0,2.9,33.5,0
2020/5/12 7:00,9.6,0,0,0,0,2.9,33.8,0
2020/5/12 7:15,9.5,0,0,0,0,2.9,34.3,0
2020/5/12 7:30,9.4,0,0,0,0,2.9,34.9,0
2020/5/12 7:45,9.3,0,5,14,6,2.9,35.5,0.75444
2020/5/12 8:00,9.2,0,19,128,30,3,36.1,3.7614
2020/5/12 8:15,9.3,0,32,319,66,3,35.8,8.30808
2020/5/12 8:30,9.5,0,42,443,109,3,34.6,13.67623
2020/5/12 8:45,9.8,0,50,538,157,3,33.4,19.71449
2020/5/12 9:00,10.1,0,56,613,207,2.9,32.2,26.05095
2020/5/12 9:15,10.5,0,62,675,260,2.9,31.1,32.6846
2020/5/12 9:30,11,0,66,725,313,2.9,29.8,39.27837
2020/5/12 9:45,11.6,0,70,768,367,2.9,28.7,46.23099
2020/5/12 10:00,12.1,0,73,803,420,2.8,27.6,52.9158
2020/5/12 10:15,12.7,0,76,833,473,2.8,26.2,59.4088
2020/5/12 10:30,13.4,0,79,858,525,2.8,24.6,65.9925
2020/5/12 10:45,14,0,82,880,576,2.7,23.2,72.32256
2020/5/12 11:00,14.7,0,84,899,625,2.7,21.8,78.20625
2020/5/12 11:15,15.3,0,86,915,673,2.7,20.3,84.68359
2020/5/12 11:30,16,0,88,929,718,2.7,18.9,90.33876
2020/5/12 11:45,16.7,0,90,941,760,2.7,17.5,95.684
2020/5/12 12:00,17.4,0,92,951,800,2.7,16.2,100.096
2020/5/12 12:15,18.1,0,94,959,837,2.7,14.9,105.34482
2020/5/12 12:30,18.8,0,95,967,871,2.6,13.6,108.95339
2020/5/12 12:45,19.5,0,97,973,903,2.6,12.5,113.07366
2020/5/12 13:00,20.1,0,99,978,930,2.6,11.4,116.4081
2020/5/12 13:15,20.7,0,100,982,955,2.5,10.3,120.11035
2020/5/12 13:30,21.3,0,102,985,975,2.5,9.4,122.0115
2020/5/12 13:45,21.8,0,104,987,992,2.5,8.5,124.93248
2020/5/12 14:00,22.4,0,105,988,1005,2.5,7.6,126.027
2020/5/12 14:15,22.8,0,107,989,1014,2.5,6.9,127.09476
2020/5/12 14:30,23.2,0,108,989,1020,2.4,6.2,127.755
2020/5/12 14:45,23.5,0,109,988,1022,2.4,5.6,128.6698
2020/5/12 15:00,23.9,0,111,986,1020,2.3,5.1,128.3466
2020/5/12 15:15,24.1,0,112,983,1014,2.3,4.7,127.57134
2020/5/12 15:30,24.3,0,113,979,1004,2.3,4.4,126.42368
2020/5/12 15:45,24.4,0,114,974,990,2.3,4.2,124.1856
2020/5/12 16:00,24.6,0,115,968,972,2.3,3.9,121.6944
2020/5/12 16:15,24.7,0,116,961,951,2.3,3.7,119.55021
2020/5/12 16:30,24.8,0,117,953,926,2.3,3.6,116.00002
2020/5/12 16:45,24.9,0,118,944,898,2.3,3.4,113.04024
2020/5/12 17:00,25,0,118,934,866,2.2,3.2,108.71764
2020/5/12 17:15,25.1,0,118,923,831,2.2,3.1,103.94979
2020/5/12 17:30,25.1,0,118,910,793,2.2,3,99.87042
2020/5/12 17:45,25.1,0,117,896,753,2.1,2.9,94.47891
2020/5/12 18:00,25.1,0,115,881,710,2.1,2.8,89.0269
2020/5/12 18:15,25.1,2.8,150,776,646,2.1,2.8,81.24742
2020/5/12 18:30,25,4,163,716,592,2,2.7,74.19536
2020/5/12 18:45,25,1.3,124,780,560,2,2.7,70.1792
2020/5/12 19:00,24.9,2.8,134,711,502,2,2.6,62.81024
2020/5/12 19:15,24.9,0,101,766,464,1.9,2.6,58.31552
2020/5/12 19:30,24.7,0,96,732,410,1.9,2.7,51.25
2020/5/12 19:45,24.6,0,91,693,356,1.9,2.7,44.856
2020/5/12 20:00,24.5,0,84,646,302,1.9,2.7,37.75604
2020/5/12 20:15,24.2,0.2,78,585,248,1.9,2.9,31.10168
2020/5/12 20:30,23.7,8.9,94,342,180,2,3.1,22.5162
2020/5/12 20:45,23.2,36,90,25,96,2,3.4,12.04128
2020/5/12 21:00,22.8,42.6,46,67,54,2,3.7,6.76566
2020/5/12 21:15,22.2,0.4,35,224,58,2,4,7.27552
2020/5/12 21:30,21.4,0,20,77,26,2,4.4,3.2513
2020/5/12 21:45,20.7,0,4,7,5,2.1,4.8,0.63
2020/5/12 22:00,20,0,0,0,0,2.1,5.3,0
2020/5/12 22:15,19.5,0,0,0,0,2.1,5.7,0
2020/5/12 22:30,19.2,0,0,0,0,2.2,6,0
2020/5/12 22:45,18.9,0,0,0,0,2.2,6.3,0
2020/5/12 23:00,18.6,0,0,0,0,2.3,6.6,0
2020/5/12 23:15,18.4,0,0,0,0,2.3,6.9,0
2020/5/12 23:30,18.2,0,0,0,0,2.3,7,0
2020/5/12 23:45,17.9,0,0,0,0,2.4,7.2,0
2020/5/13 0:00,17.7,0.4,0,0,0,2.4,7.3,0
2020/5/13 0:15,17.5,1.7,0,0,0,2.4,7.4,0
2020/5/13 0:30,17.2,1.7,0,0,0,2.4,7.5,0
2020/5/13 0:45,16.9,1.7,0,0,0,2.4,7.6,0
2020/5/13 1:00,16.6,1.7,0,0,0,2.4,7.7,0
2020/5/13 1:15,16.4,1.7,0,0,0,2.4,7.9,0
2020/5/13 1:30,16.1,1.7,0,0,0,2.4,8.1,0
2020/5/13 1:45,15.8,0.8,0,0,0,2.3,8.3,0
2020/5/13 2:00,15.5,1.4,0,0,0,2.3,8.5,0
2020/5/13 2:15,15.2,0.8,0,0,0,2.3,8.7,0
2020/5/13 2:30,14.9,1.4,0,0,0,2.3,9.1,0
