date,T,yun,sfs,zjfs,zfs,js,sd,Target
2020/1/1 0:00,-5.7,25.6,0,0,0,3.6,52.8,0
2020/1/1 0:15,-5.8,25.2,0,0,0,3.6,53.2,0
2020/1/1 0:30,-6,29.2,0,0,0,3.6,53.8,0
2020/1/1 0:45,-6.1,30.7,0,0,0,3.6,54.3,0
2020/1/1 1:00,-6.2,30.8,0,0,0,3.6,54.9,0
2020/1/1 1:15,-6.4,30.8,0,0,0,3.5,55.3,0
2020/1/1 1:30,-6.5,30.8,0,0,0,3.5,55.6,0
2020/1/1 1:45,-6.6,30.8,0,0,0,3.5,56,0
2020/1/1 2:00,-6.7,30.9,0,0,0,3.5,56.3,0
2020/1/1 2:15,-6.9,41.4,0,0,0,3.5,56.7,0
2020/1/1 2:30,-7,41.8,0,0,0,3.5,57.3,0
2020/1/1 2:45,-7.2,25.1,0,0,0,3.5,57.8,0
2020/1/1 3:00,-7.4,22.6,0,0,0,3.5,58.4,0
2020/1/1 3:15,-7.5,18.9,0,0,0,3.5,58.7,0
2020/1/1 3:30,-7.6,21.2,0,0,0,3.5,58.9,0
2020/1/1 3:45,-7.7,14.8,0,0,0,3.6,59,0
2020/1/1 4:00,-7.7,21.2,0,0,0,3.6,59.2,0
2020/1/1 4:15,-7.8,30.7,0,0,0,3.6,59.1,0
2020/1/1 4:30,-7.7,30.8,0,0,0,3.6,58.7,0
2020/1/1 4:45,-7.7,30.9,0,0,0,3.6,58.3,0
2020/1/1 5:00,-7.6,31,0,0,0,3.6,58,0
2020/1/1 5:15,-7.6,31,0,0,0,3.6,57.8,0
2020/1/1 5:30,-7.6,31,0,0,0,3.6,57.7,0
2020/1/1 5:45,-7.6,31,0,0,0,3.6,57.6,0
2020/1/1 6:00,-7.6,30.9,0,0,0,3.6,57.5,0
2020/1/1 6:15,-7.6,30.4,0,0,0,3.7,57.5,0
2020/1/1 6:30,-7.6,30.8,0,0,0,3.7,57.5,0
2020/1/1 6:45,-7.6,30.8,0,0,0,3.7,57.5,0
2020/1/1 7:00,-7.6,30.8,0,0,0,3.7,57.6,0
2020/1/1 7:15,-7.6,23.9,0,0,0,3.7,57.6,0
2020/1/1 7:30,-7.6,28.5,0,0,0,3.8,57.8,0
2020/1/1 7:45,-7.6,30.2,0,0,0,3.8,57.9,0
2020/1/1 8:00,-7.6,30.4,0,0,0,3.8,58,0
2020/1/1 8:15,-7.7,30.4,0,0,0,3.8,58.1,0
2020/1/1 8:30,-7.7,30.4,0,0,0,3.9,58,0
2020/1/1 8:45,-7.8,30.6,0,0,0,3.9,57.9,0
2020/1/1 9:00,-7.8,23.5,0,0,0,3.9,57.8,0
2020/1/1 9:15,-7.9,1.2,0,0,0,3.9,57.9,0
2020/1/1 9:30,-7.9,2,0,0,0,3.9,58.1,0
2020/1/1 9:45,-7.9,2.3,0,0,0,3.9,58.4,0
2020/1/1 10:00,-7.9,0.3,0,0,0,3.9,58.6,0
2020/1/1 10:15,-7.7,0,2,3,2,3.9,58,0.25038
2020/1/1 10:30,-7.3,6,15,14,17,3.9,56.5,2.13027
2020/1/1 10:45,-6.9,10.6,32,82,40,3.9,55.2,5.0172
2020/1/1 11:00,-6.6,4.4,52,140,68,3.9,53.8,8.5374
2020/1/1 11:15,-6.2,20.4,84,1,84,4,52.2,10.51932
2020/1/1 11:30,-5.7,20.3,103,44,113,4,50.3,14.19167
2020/1/1 11:45,-5.2,8.3,107,237,162,4,48.5,20.2662
2020/1/1 12:00,-4.8,1.9,100,412,209,4,46.8,26.31101
2020/1/1 12:15,-4.4,0.4,103,485,246,4.1,45.6,30.87792
2020/1/1 12:30,-4.2,0.2,110,524,278,4.1,44.9,35.00298
2020/1/1 12:45,-3.9,7.5,153,385,285,4.2,44.1,35.88435
2020/1/1 13:00,-3.7,26.5,215,86,247,4.2,43.4,31.04296
2020/1/1 13:15,-3.4,11.2,191,332,321,4.2,42.7,40.32723
2020/1/1 13:30,-3.2,10.9,201,343,340,4.2,42,42.7482
2020/1/1 13:45,-2.9,16.4,238,229,334,4.2,41.3,41.8335
2020/1/1 14:00,-2.7,18,253,201,340,4.2,40.6,42.6122
2020/1/1 14:15,-2.4,30.3,259,84,296,4.2,40,37.00888
2020/1/1 14:30,-2.2,36.8,273,0,273,4.2,39.5,34.30791
2020/1/1 14:45,-1.9,45.6,237,0,237,4.3,39.1,29.7672
2020/1/1 15:00,-1.6,36.1,279,0,279,4.3,38.7,34.94475
2020/1/1 15:15,-1.4,34.3,283,3,284,4.3,38.2,35.69028
2020/1/1 15:30,-1.2,23.7,268,129,324,4.3,37.6,40.51296
2020/1/1 15:45,-1,17.3,243,229,342,4.3,37,43.0578
2020/1/1 16:00,-0.9,14.4,223,283,342,4.3,36.5,43.0749
2020/1/1 16:15,-0.7,15.2,220,255,323,4.3,36.2,40.41699
2020/1/1 16:30,-0.6,10.5,186,352,322,4.3,36,40.30474
2020/1/1 16:45,-0.6,32.7,178,131,227,4.3,35.8,28.59519
2020/1/1 17:00,-0.5,58.7,128,0,128,4.3,35.6,16.07552
2020/1/1 17:15,-0.5,75.4,68,0,68,4.4,35.5,8.53264
2020/1/1 17:30,-0.5,77.3,56,0,56,4.4,35.6,7.00168
2020/1/1 17:45,-0.5,53.1,93,7,95,4.4,35.7,11.9282
2020/1/1 18:00,-0.5,20.6,113,107,137,4.4,35.8,17.13733
2020/1/1 18:15,-0.8,23.7,96,38,103,4.4,36.6,12.96358
2020/1/1 18:30,-1.3,25.9,74,11,76,4.4,38.3,9.56992
2020/1/1 18:45,-1.9,48.1,34,0,34,4.4,40,4.27278
2020/1/1 19:00,-2.4,26.5,28,0,28,4.4,41.8,3.50476
2020/1/1 19:15,-3,18.6,11,0,11,4.4,43.6,1.37775
2020/1/1 19:30,-3.6,12.7,1,0,1,4.4,45.3,0.1255
2020/1/1 19:45,-4.1,11.3,0,0,0,4.4,47.1,0
2020/1/1 20:00,-4.7,13,0,0,0,4.4,48.9,0
2020/1/1 20:15,-5,12.5,0,0,0,4.5,49.8,0
2020/1/1 20:30,-5,1.7,0,0,0,4.7,49.8,0
2020/1/1 20:45,-4.9,0.4,0,0,0,4.9,49.8,0
2020/1/1 21:00,-4.9,6.6,0,0,0,5.1,49.8,0
2020/1/1 21:15,-4.9,23.8,0,0,0,5.2,49.7,0
2020/1/1 21:30,-4.9,23.5,0,0,0,5.2,49.7,0
2020/1/1 21:45,-4.9,30.7,0,0,0,5.2,49.6,0
2020/1/1 22:00,-4.9,31.9,0,0,0,5.2,49.5,0
2020/1/1 22:15,-4.9,28,0,0,0,5.2,49.4,0
2020/1/1 22:30,-4.9,28.2,0,0,0,5.2,49.2,0
2020/1/1 22:45,-4.9,28.2,0,0,0,5.2,49,0
2020/1/1 23:00,-4.8,25.5,0,0,0,5.2,48.9,0
2020/1/1 23:15,-4.9,7.3,0,0,0,5.2,49.1,0
2020/1/1 23:30,-4.9,0,0,0,0,5.2,49.5,0
2020/1/1 23:45,-5,6,0,0,0,5.1,50,0
2020/1/2 0:00,-5,21.5,0,0,0,5.1,50.5,0
2020/1/2 0:15,-5.1,35.2,0,0,0,5.1,50.9,0
2020/1/2 0:30,-5.2,14.2,0,0,0,5.1,51.2,0
2020/1/2 0:45,-5.2,18.7,0,0,0,5,51.6,0
2020/1/2 1:00,-5.3,24.9,0,0,0,5,51.9,0
2020/1/2 1:15,-5.3,31.4,0,0,0,5,52.1,0
2020/1/2 1:30,-5.3,38.3,0,0,0,5,52.2,0
2020/1/2 1:45,-5.2,30.6,0,0,0,5,52.3,0
2020/1/2 2:00,-5.2,30.2,0,0,0,5,52.4,0
2020/1/2 2:15,-5.2,30.2,0,0,0,5,52.9,0
2020/1/2 2:30,-5.4,30.2,0,0,0,5,53.9,0
2020/1/2 2:45,-5.6,30.2,0,0,0,5,54.9,0
2020/1/2 3:00,-5.7,23,0,0,0,5,55.9,0
2020/1/2 3:15,-5.9,0.2,0,0,0,5,56.7,0
2020/1/2 3:30,-6,0,0,0,0,4.9,57.1,0
2020/1/2 3:45,-6.1,0,0,0,0,4.9,57.5,0
2020/1/2 4:00,-6.3,0,0,0,0,4.8,58,0
2020/1/2 4:15,-6.4,0,0,0,0,4.8,58.9,0
2020/1/2 4:30,-6.7,0,0,0,0,4.7,60.3,0
2020/1/2 4:45,-7,0,0,0,0,4.7,61.8,0
2020/1/2 5:00,-7.3,0,0,0,0,4.6,63.3,0
2020/1/2 5:15,-7.4,0,0,0,0,4.6,64.3,0
2020/1/2 5:30,-7.5,0,0,0,0,4.6,64.8,0
2020/1/2 5:45,-7.6,0,0,0,0,4.6,65.3,0
2020/1/2 6:00,-7.6,0,0,0,0,4.5,65.8,0
2020/1/2 6:15,-7.7,0,0,0,0,4.5,66.1,0
2020/1/2 6:30,-7.7,0,0,0,0,4.5,66.3,0
2020/1/2 6:45,-7.7,0,0,0,0,4.4,66.4,0
2020/1/2 7:00,-7.7,0,0,0,0,4.4,66.5,0
2020/1/2 7:15,-7.8,0,0,0,0,4.4,66.5,0
2020/1/2 7:30,-7.8,0,0,0,0,4.4,66.5,0
2020/1/2 7:45,-7.8,0,0,0,0,4.4,66.4,0
2020/1/2 8:00,-7.8,0,0,0,0,4.4,66.3,0
2020/1/2 8:15,-7.7,0,0,0,0,4.4,65.4,0
2020/1/2 8:30,-7.6,0,0,0,0,4.3,63.8,0
2020/1/2 8:45,-7.5,0,0,0,0,4.3,62.2,0
2020/1/2 9:00,-7.4,0,0,0,0,4.3,60.6,0
2020/1/2 9:15,-7.3,0,0,0,0,4.3,59.9,0
2020/1/2 9:30,-7.2,0,0,0,0,4.3,59.8,0
2020/1/2 9:45,-7.2,0,0,0,0,4.2,59.8,0
2020/1/2 10:00,-7.2,0,0,0,0,4.2,59.7,0
2020/1/2 10:15,-7,0,2,3,3,4.2,58.7,0.37602
2020/1/2 10:30,-6.6,0,16,53,20,4.2,56.8,2.5188
2020/1/2 10:45,-6.2,10,38,53,42,4.1,55,5.26176
2020/1/2 11:00,-5.8,17.9,63,32,67,4.1,53.2,8.38907
2020/1/2 11:15,-5.3,10.4,71,213,107,4.1,51,13.40924
2020/1/2 11:30,-4.6,0.9,64,465,156,4.1,48.3,19.50312
2020/1/2 11:45,-3.9,0,69,547,195,4,45.8,24.42765
2020/1/2 12:00,-3.2,0,75,598,233,4,43.5,29.13665
2020/1/2 12:15,-2.7,0,80,641,269,4,41.7,33.72722
2020/1/2 12:30,-2.3,0,85,677,302,4,40.6,38.01576
2020/1/2 12:45,-2,0,89,706,333,4,39.5,41.84145
2020/1/2 13:00,-1.6,0,92,729,361,4,38.4,45.22969
2020/1/2 13:15,-1.3,0,95,748,386,4,37.4,48.51634
2020/1/2 13:30,-1,0,97,764,408,4,36.5,51.28968
2020/1/2 13:45,-0.7,0,99,776,427,4,35.6,53.45613
2020/1/2 14:00,-0.5,0,101,784,441,3.9,34.7,55.29699
2020/1/2 14:15,-0.2,0,103,791,453,3.8,33.8,56.76543
2020/1/2 14:30,0,0,104,795,460,3.7,32.8,57.6518
2020/1/2 14:45,0.2,0,105,796,464,3.6,31.8,58.45008
2020/1/2 15:00,0.4,0,106,794,464,3.5,30.8,58.35264
2020/1/2 15:15,0.6,0,107,789,460,3.4,30.2,57.5782
2020/1/2 15:30,0.7,0,107,781,452,3.4,29.8,56.67176
2020/1/2 15:45,0.9,0,107,770,439,3.4,29.5,55.05499
2020/1/2 16:00,1.1,0,106,755,424,3.4,29.1,53.03816
2020/1/2 16:15,1.2,0,105,737,404,3.5,28.8,50.60908
2020/1/2 16:30,1.4,0,104,716,381,3.5,28.6,47.97933
2020/1/2 16:45,1.5,0,101,690,355,3.5,28.4,44.6093
2020/1/2 17:00,1.6,1,104,633,322,3.6,28.2,40.37236
2020/1/2 17:15,1.6,28.5,136,231,212,3.6,28.2,26.56148
2020/1/2 17:30,1.6,39.1,157,0,157,3.6,28.4,19.73333
2020/1/2 17:45,1.5,56.1,100,0,100,3.7,28.5,12.57
2020/1/2 18:00,1.4,70.1,53,0,53,3.7,28.7,6.67535
2020/1/2 18:15,1,22.7,85,142,111,3.7,29.6,13.98156
2020/1/2 18:30,0.3,36.3,66,38,73,3.7,31.3,9.15055
2020/1/2 18:45,-0.5,62.9,26,0,26,3.7,33.1,3.26586
2020/1/2 19:00,-1.2,44.4,22,0,22,3.7,35,2.75396
2020/1/2 19:15,-1.8,33.2,12,0,12,3.7,36.4,1.50816
2020/1/2 19:30,-2.2,33.5,1,0,1,3.7,37.4,0.1254
2020/1/2 19:45,-2.7,17.5,0,0,0,3.7,38.4,0
2020/1/2 20:00,-3.1,5.1,0,0,0,3.7,39.4,0
2020/1/2 20:15,-3.3,4.7,0,0,0,3.7,40.1,0
2020/1/2 20:30,-3.4,0,0,0,0,3.8,40.6,0
2020/1/2 20:45,-3.5,0,0,0,0,3.8,41.1,0
2020/1/2 21:00,-3.6,0,0,0,0,3.9,41.7,0
2020/1/2 21:15,-3.7,3.5,0,0,0,3.9,42,0
2020/1/2 21:30,-3.7,12.3,0,0,0,3.8,42.1,0
2020/1/2 21:45,-3.8,23.1,0,0,0,3.8,42.2,0
2020/1/2 22:00,-3.8,25.7,0,0,0,3.8,42.2,0
2020/1/2 22:15,-3.8,26.6,0,0,0,3.7,42.3,0
2020/1/2 22:30,-3.9,27.2,0,0,0,3.7,42.3,0
2020/1/2 22:45,-3.9,27.2,0,0,0,3.6,42.3,0
2020/1/2 23:00,-3.9,23.9,0,0,0,3.6,42.2,0
2020/1/2 23:15,-3.9,13.7,0,0,0,3.5,42.2,0
2020/1/2 23:30,-3.9,12.6,0,0,0,3.5,42.2,0
2020/1/2 23:45,-3.9,8.1,0,0,0,3.5,42.2,0
2020/1/3 0:00,-3.9,6,0,0,0,3.5,42.1,0
2020/1/3 0:15,-3.9,14.9,0,0,0,3.4,42,0
2020/1/3 0:30,-3.8,14,0,0,0,3.4,41.7,0
2020/1/3 0:45,-3.7,14.3,0,0,0,3.4,41.5,0
2020/1/3 1:00,-3.6,13.5,0,0,0,3.3,41.2,0
2020/1/3 1:15,-3.6,14.4,0,0,0,3.3,41,0
2020/1/3 1:30,-3.6,17.8,0,0,0,3.3,40.9,0
2020/1/3 1:45,-3.6,10.7,0,0,0,3.3,40.8,0
2020/1/3 2:00,-3.6,13.6,0,0,0,3.3,40.6,0
2020/1/3 2:15,-3.6,19.5,0,0,0,3.3,40.5,0
2020/1/3 2:30,-3.7,23.3,0,0,0,3.3,40.4,0
2020/1/3 2:45,-3.7,23.3,0,0,0,3.3,40.2,0
2020/1/3 3:00,-3.8,21.3,0,0,0,3.2,40.1,0
2020/1/3 3:15,-3.9,0.2,0,0,0,3.2,40.3,0
2020/1/3 3:30,-4,0,0,0,0,3.3,40.7,0
2020/1/3 3:45,-4.1,0,0,0,0,3.3,41.1,0
2020/1/3 4:00,-4.3,0,0,0,0,3.3,41.5,0
2020/1/3 4:15,-4.3,0,0,0,0,3.3,41.9,0
2020/1/3 4:30,-4.4,0,0,0,0,3.3,42.2,0
2020/1/3 4:45,-4.4,0,0,0,0,3.3,42.6,0
2020/1/3 5:00,-4.4,0,0,0,0,3.2,42.9,0
2020/1/3 5:15,-4.4,0,0,0,0,3.2,43.2,0
2020/1/3 5:30,-4.5,0,0,0,0,3.2,43.5,0
2020/1/3 5:45,-4.5,0,0,0,0,3.2,43.8,0
2020/1/3 6:00,-4.6,0,0,0,0,3.1,44.1,0
2020/1/3 6:15,-4.7,0,0,0,0,3.1,44.4,0
2020/1/3 6:30,-4.8,0,0,0,0,3.1,44.7,0
2020/1/3 6:45,-5,0,0,0,0,3.1,45,0
2020/1/3 7:00,-5.1,0,0,0,0,3.1,45.3,0
2020/1/3 7:15,-5.2,0,0,0,0,3.1,45.6,0
2020/1/3 7:30,-5.3,0,0,0,0,3.1,45.8,0
2020/1/3 7:45,-5.4,0,0,0,0,3.1,46.1,0
2020/1/3 8:00,-5.5,0,0,0,0,3.1,46.3,0
2020/1/3 8:15,-5.7,0,0,0,0,3.1,46.8,0
2020/1/3 8:30,-5.9,0,0,0,0,3.1,47.5,0
2020/1/3 8:45,-6,0,0,0,0,3.2,48.2,0
2020/1/3 9:00,-6.2,0.6,0,0,0,3.2,48.9,0
2020/1/3 9:15,-6.4,5.7,0,0,0,3.2,49.5,0
2020/1/3 9:30,-6.5,12,0,0,0,3.2,50,0
2020/1/3 9:45,-6.6,0.7,0,0,0,3.2,50.5,0
2020/1/3 10:00,-6.8,0,0,0,0,3.2,50.9,0
2020/1/3 10:15,-6.6,0,2,4,3,3.2,50.3,0.37608
2020/1/3 10:30,-6.2,0,16,59,21,3.1,48.6,2.63445
2020/1/3 10:45,-5.8,7.3,37,91,45,3.1,47,5.6574
2020/1/3 11:00,-5.3,22.2,63,9,64,3.1,45.4,8.01024
2020/1/3 11:15,-4.7,14.5,79,145,103,3,43.4,12.94401
2020/1/3 11:30,-4,6.9,82,328,147,3,41,18.50583
2020/1/3 11:45,-3.2,0.5,74,523,195,3,38.8,24.46275
2020/1/3 12:00,-2.4,0.1,80,581,233,3,36.7,29.28577
2020/1/3 12:15,-1.9,0,86,622,269,2.9,35.2,33.74605
2020/1/3 12:30,-1.5,0,92,655,303,2.9,34.1,37.9962
2020/1/3 12:45,-1.2,0,97,682,334,2.9,33.1,42.02388
2020/1/3 13:00,-0.8,0,102,705,362,2.9,32.1,45.60838
2020/1/3 13:15,-0.5,0,105,724,388,2.8,31.4,48.54268
2020/1/3 13:30,-0.3,0,109,738,410,2.8,30.8,51.4509
2020/1/3 13:45,0,0,111,750,428,2.8,30.3,53.68832
2020/1/3 14:00,0.2,0,113,760,443,2.8,29.7,55.50347
2020/1/3 14:15,0.5,0,115,766,454,2.8,29.3,57.1132
2020/1/3 14:30,0.6,0,116,770,462,2.8,29.1,57.96252
2020/1/3 14:45,0.8,0,117,771,465,2.9,28.8,58.2273
2020/1/3 15:00,1,0,117,770,465,2.9,28.5,58.1529
2020/1/3 15:15,1.1,0,116,767,460,2.9,28.3,57.753
2020/1/3 15:30,1.2,0,116,761,453,2.9,28.1,56.69748
2020/1/3 15:45,1.4,0,114,753,441,2.9,27.9,55.19556
2020/1/3 16:00,1.5,0,112,743,426,2.9,27.8,53.6121
2020/1/3 16:15,1.6,0,110,730,407,2.9,27.7,51.26572
2020/1/3 16:30,1.6,0,107,713,384,2.9,27.6,48.31488
2020/1/3 16:45,1.6,0,103,694,359,2.9,27.6,44.97193
2020/1/3 17:00,1.7,0,99,671,331,2.9,27.5,41.60008
2020/1/3 17:15,1.7,0,94,643,299,2.9,27.6,37.41686
2020/1/3 17:30,1.6,0,88,609,266,2.9,27.7,33.50802
2020/1/3 17:45,1.5,0,81,569,230,2.9,27.9,28.8259
2020/1/3 18:00,1.5,1.2,77,491,190,2.9,28,23.8659
2020/1/3 18:15,1,8.4,86,283,142,2.9,29,17.76562
2020/1/3 18:30,0.3,15.8,82,100,98,2.9,30.9,12.33428
2020/1/3 18:45,-0.5,20.6,62,16,63,2.9,32.9,7.93359
2020/1/3 19:00,-1.3,6.8,35,88,43,2.9,35,5.41499
2020/1/3 19:15,-1.9,0,15,46,19,2.9,36.7,2.37956
2020/1/3 19:30,-2.4,0,1,3,2,2.9,37.9,0.25192
2020/1/3 19:45,-2.9,0,0,0,0,2.9,39.2,0
2020/1/3 20:00,-3.4,0,0,0,0,3,40.4,0
2020/1/3 20:15,-3.6,0,0,0,0,3,41.2,0
2020/1/3 20:30,-3.6,0,0,0,0,3,41.5,0
2020/1/3 20:45,-3.6,0,0,0,0,3,41.8,0
2020/1/3 21:00,-3.6,0,0,0,0,3,42.1,0
2020/1/3 21:15,-3.7,0,0,0,0,3.1,42.4,0
2020/1/3 21:30,-3.8,0,0,0,0,3,42.7,0
2020/1/3 21:45,-3.9,0,0,0,0,3,43,0
2020/1/3 22:00,-4,0,0,0,0,3,43.3,0
2020/1/3 22:15,-4.1,0,0,0,0,3,43.7,0
2020/1/3 22:30,-4.3,0,0,0,0,3,44.2,0
2020/1/3 22:45,-4.4,0,0,0,0,3,44.7,0
2020/1/3 23:00,-4.5,0,0,0,0,2.9,45.2,0
2020/1/3 23:15,-4.7,0,0,0,0,2.9,45.7,0
2020/1/3 23:30,-4.8,0,0,0,0,2.9,46.3,0
2020/1/3 23:45,-5,0,0,0,0,2.9,46.8,0
2020/1/4 0:00,-5.2,0,0,0,0,2.9,47.4,0
2020/1/4 0:15,-5.3,0,0,0,0,2.9,48,0
2020/1/4 0:30,-5.5,0,0,0,0,2.9,48.6,0
2020/1/4 0:45,-5.7,0,0,0,0,2.9,49.2,0
2020/1/4 1:00,-5.8,0,0,0,0,2.9,49.8,0
2020/1/4 1:15,-6,0,0,0,0,2.9,50.3,0
2020/1/4 1:30,-6.1,0,0,0,0,2.9,50.7,0
2020/1/4 1:45,-6.2,0,0,0,0,2.8,51.1,0
2020/1/4 2:00,-6.4,0,0,0,0,2.8,51.5,0
2020/1/4 2:15,-6.5,0,0,0,0,2.8,52,0
2020/1/4 2:30,-6.5,0,0,0,0,2.9,52.6,0
2020/1/4 2:45,-6.6,0,0,0,0,2.9,53.2,0
2020/1/4 3:00,-6.7,0,0,0,0,2.9,53.8,0
2020/1/4 3:15,-6.8,0,0,0,0,2.9,54.3,0
2020/1/4 3:30,-6.9,0,0,0,0,2.9,54.6,0
2020/1/4 3:45,-7,0,0,0,0,2.9,55,0
2020/1/4 4:00,-7,0,0,0,0,2.9,55.3,0
2020/1/4 4:15,-7.1,0,0,0,0,2.9,55.9,0
2020/1/4 4:30,-7.1,0,0,0,0,2.9,56.7,0
2020/1/4 4:45,-7.2,0,0,0,0,2.9,57.5,0
2020/1/4 5:00,-7.2,0,0,0,0,2.9,58.3,0
2020/1/4 5:15,-7.3,0,0,0,0,2.9,59,0
2020/1/4 5:30,-7.4,0,0,0,0,2.9,59.4,0
2020/1/4 5:45,-7.4,0,0,0,0,2.9,59.9,0
2020/1/4 6:00,-7.5,0,0,0,0,2.9,60.3,0
2020/1/4 6:15,-7.6,0,0,0,0,2.9,60.8,0
2020/1/4 6:30,-7.7,0,0,0,0,2.9,61.2,0
2020/1/4 6:45,-7.8,0,0,0,0,2.9,61.6,0
2020/1/4 7:00,-7.9,0,0,0,0,2.9,62.1,0
2020/1/4 7:15,-8,0,0,0,0,2.8,62.6,0
2020/1/4 7:30,-8.1,0,0,0,0,2.8,63.1,0
2020/1/4 7:45,-8.2,0,0,0,0,2.8,63.7,0
2020/1/4 8:00,-8.3,0,0,0,0,2.8,64.2,0
2020/1/4 8:15,-8.4,0,0,0,0,2.8,64.6,0
2020/1/4 8:30,-8.5,0,0,0,0,2.8,64.8,0
2020/1/4 8:45,-8.6,0,0,0,0,2.8,65.1,0
2020/1/4 9:00,-8.6,0,0,0,0,2.8,65.3,0
2020/1/4 9:15,-8.6,0,0,0,0,2.8,65.3,0
2020/1/4 9:30,-8.6,0,0,0,0,2.9,65.1,0
2020/1/4 9:45,-8.6,0,0,0,0,2.9,64.9,0
2020/1/4 10:00,-8.6,0,0,0,0,2.9,64.6,0
2020/1/4 10:15,-8.3,0,2,4,3,2.9,63.2,0.37566
2020/1/4 10:30,-7.8,0,15,67,21,2.9,60.7,2.63319
2020/1/4 10:45,-7.3,3.6,34,168,49,2.9,58.2,6.1397
2020/1/4 11:00,-6.7,12.9,59,131,75,2.8,55.9,9.37575
2020/1/4 11:15,-6.1,12.2,76,206,109,2.8,53.2,13.62827
2020/1/4 11:30,-5.4,10,87,305,148,2.8,50.4,18.63024
2020/1/4 11:45,-4.7,6.3,90,434,190,2.8,47.6,23.769
2020/1/4 12:00,-4,3.9,90,535,232,2.8,45.1,29.07888
2020/1/4 12:15,-3.5,1.3,84,645,274,2.8,43.4,34.26918
2020/1/4 12:30,-3.2,0,81,714,311,2.8,42.5,38.88744
2020/1/4 12:45,-2.9,0,85,741,343,2.8,41.5,43.1151
2020/1/4 13:00,-2.5,0,89,763,372,2.8,40.6,46.86828
2020/1/4 13:15,-2.2,0,91,781,397,2.8,39.7,49.88305
2020/1/4 13:30,-1.9,0,94,796,419,2.7,38.9,52.59288
2020/1/4 13:45,-1.7,0,96,807,438,2.7,38.2,55.15296
2020/1/4 14:00,-1.4,0,98,816,453,2.7,37.4,57.06894
2020/1/4 14:15,-1.1,0,99,822,464,2.7,36.9,58.0696
2020/1/4 14:30,-1,0,100,825,472,2.7,36.6,59.13688
2020/1/4 14:45,-0.8,0,101,826,476,2.7,36.3,59.76656
2020/1/4 15:00,-0.6,0,102,824,475,2.7,36,59.59825
2020/1/4 15:15,-0.4,0,102,821,471,2.7,35.7,59.11992
2020/1/4 15:30,-0.3,0,101,814,463,2.7,35.4,58.09724
2020/1/4 15:45,-0.2,0,101,806,451,2.7,35.2,56.64109
2020/1/4 16:00,-0.1,0,100,795,436,2.7,34.9,54.50872
2020/1/4 16:15,0,0,98,780,417,2.8,34.7,52.32516
2020/1/4 16:30,0,0,96,763,394,2.8,34.5,49.30122
2020/1/4 16:45,0.1,0,93,741,368,2.8,34.4,46.29808
2020/1/4 17:00,0.2,0,90,716,339,2.8,34.2,42.60891
2020/1/4 17:15,0.2,0,87,686,308,2.8,34.1,38.67556
2020/1/4 17:30,0.2,0,82,650,273,2.8,34.2,34.16049
2020/1/4 17:45,0.2,0,77,606,237,2.8,34.2,29.81934
2020/1/4 18:00,0.1,3.8,81,472,192,2.8,34.2,24.16896
2020/1/4 18:15,-0.2,25.5,103,84,120,2.8,35,15.09
2020/1/4 18:30,-0.7,38,75,0,75,2.9,36.6,9.39075
2020/1/4 18:45,-1.3,39.8,50,0,50,2.9,38.3,6.2755
2020/1/4 19:00,-1.9,21.1,35,23,37,2.9,40,4.63277
2020/1/4 19:15,-2.3,0.2,16,54,20,2.9,41.3,2.5154
2020/1/4 19:30,-2.6,0,2,4,2,2.9,42.1,0.25148
2020/1/4 19:45,-2.9,1.1,0,0,0,2.9,42.9,0
2020/1/4 20:00,-3.1,24.5,0,0,0,2.9,43.8,0
2020/1/4 20:15,-3.3,29.1,0,0,0,2.9,44.3,0
2020/1/4 20:30,-3.3,30,0,0,0,2.9,44.5,0
2020/1/4 20:45,-3.3,30.4,0,0,0,2.9,44.7,0
2020/1/4 21:00,-3.3,30.5,0,0,0,2.9,45,0
2020/1/4 21:15,-3.4,30.4,0,0,0,2.9,45.4,0
2020/1/4 21:30,-3.6,30.3,0,0,0,2.9,46.1,0
2020/1/4 21:45,-3.7,30,0,0,0,2.9,46.8,0
2020/1/4 22:00,-3.9,30,0,0,0,2.9,47.5,0
2020/1/4 22:15,-4,30,0,0,0,2.9,48.2,0
2020/1/4 22:30,-4.1,30.3,0,0,0,2.9,48.7,0
2020/1/4 22:45,-4.1,30.4,0,0,0,2.9,49.3,0
2020/1/4 23:00,-4.2,27.5,0,0,0,2.9,49.8,0
2020/1/4 23:15,-4.3,19,0,0,0,2.9,50.4,0
2020/1/4 23:30,-4.4,19.3,0,0,0,2.9,50.8,0
2020/1/4 23:45,-4.5,21.6,0,0,0,2.9,51.3,0
2020/1/5 0:00,-4.6,22.6,0,0,0,2.9,51.8,0
2020/1/5 0:15,-4.7,30.6,0,0,0,2.9,52.3,0
2020/1/5 0:30,-4.8,30.6,0,0,0,2.9,52.8,0
2020/1/5 0:45,-4.9,30.6,0,0,0,2.9,53.3,0
2020/1/5 1:00,-5,30.6,0,0,0,3,53.8,0
2020/1/5 1:15,-5.1,30.6,0,0,0,3,54.2,0
2020/1/5 1:30,-5.1,30.6,0,0,0,3,54.5,0
2020/1/5 1:45,-5.2,30.3,0,0,0,3,54.7,0
2020/1/5 2:00,-5.2,30,0,0,0,3,55,0
2020/1/5 2:15,-5.3,30,0,0,0,3,55.4,0
2020/1/5 2:30,-5.4,30,0,0,0,3.1,56.1,0
